sentence_id,prompt_id,model,temperature,max_tokens,top_p,seed,timeout_s,attempt,elapsed_ms,raw_output_text,clean_output_text,source,reference,token_length,length_group
ABC.train.gold.bea19_018666,role,gpt-4o,0.0,128,1.0,1234,60,0,584,"Finally, I'm afraid my parents can't take me to your home on Friday evening because it's my grandfather's birthday.","Finally, I'm afraid my parents can't take me to your home on Friday evening because it's my grandfather's birthday.","Finally , I 'm afraid my parents ca n't take me to your home on Friday evening , because it 's my grandfather 's birthday .","Finally , I 'm afraid my parents ca n't bring me to your home on Friday evening because it 's my grandfather 's birthday .",26,long
ABC.train.gold.bea19_000490,fewshot,gpt-4o,0.0,128,1.0,1234,60,0,602,"Kind regards,","Kind regards,","Kind Regards ,","Kind Regards ,",3,short
ABC.train.gold.bea19_000490,instruction,gpt-4o,0.0,128,1.0,1234,60,0,432,"Kind regards,","Kind regards,","Kind Regards ,","Kind Regards ,",3,short
ABC.train.gold.bea19_000490,role,gpt-4o,0.0,128,1.0,1234,60,0,439,"Kind regards,","Kind regards,","Kind Regards ,","Kind Regards ,",3,short
ABC.train.gold.bea19_033377,fewshot,gpt-4o,0.0,128,1.0,1234,60,0,581,"And thirdly, it is an activity where I have been able to make new friends who, besides playing football like me, are very similar to me in other features.","And thirdly, it is an activity where I have been able to make new friends who, besides playing football like me, are very similar to me in other features.","And thirdly , it is an activity where I have been able to make new friends who , besides playing football as me , are very similar to me in other features .","And thirdly , it is an activity where I have been able to make new friends who , besides playing football like me , are very similar to me in other ways .",33,long
ABC.train.gold.bea19_033377,instruction,gpt-4o,0.0,128,1.0,1234,60,0,748,"And thirdly, it is an activity where I have been able to make new friends who, besides playing football like me, are very similar to me in other features.","And thirdly, it is an activity where I have been able to make new friends who, besides playing football like me, are very similar to me in other features.","And thirdly , it is an activity where I have been able to make new friends who , besides playing football as me , are very similar to me in other features .","And thirdly , it is an activity where I have been able to make new friends who , besides playing football like me , are very similar to me in other ways .",33,long
ABC.train.gold.bea19_033377,role,gpt-4o,0.0,128,1.0,1234,60,0,586,"And thirdly, it is an activity where I have been able to make new friends who, besides playing football like me, are very similar to me in other features.","And thirdly, it is an activity where I have been able to make new friends who, besides playing football like me, are very similar to me in other features.","And thirdly , it is an activity where I have been able to make new friends who , besides playing football as me , are very similar to me in other features .","And thirdly , it is an activity where I have been able to make new friends who , besides playing football like me , are very similar to me in other ways .",33,long
B.train.gold.bea19_012527,fewshot,gpt-4o,0.0,128,1.0,1234,60,0,439,And many more.,And many more.,And many more .,And many more .,4,short
B.train.gold.bea19_012527,instruction,gpt-4o,0.0,128,1.0,1234,60,0,694,And many more.,And many more.,And many more .,And many more .,4,short
B.train.gold.bea19_012527,role,gpt-4o,0.0,128,1.0,1234,60,0,492,And many more.,And many more.,And many more .,And many more .,4,short
ABC.train.gold.bea19_001510,fewshot,gpt-4o,0.0,128,1.0,1234,60,0,574,It is inevitably true that excessive use of public transport leads to a higher level of pollution.,It is inevitably true that excessive use of public transport leads to a higher level of pollution.,"It is inevitably true that , excessive use of public transport leads to higher level of pollution .",It is inevitably true that excessive use of public transport leads to higher levels of pollution .,18,medium
ABC.train.gold.bea19_001510,instruction,gpt-4o,0.0,128,1.0,1234,60,0,620,It is inevitably true that excessive use of public transport leads to a higher level of pollution.,It is inevitably true that excessive use of public transport leads to a higher level of pollution.,"It is inevitably true that , excessive use of public transport leads to higher level of pollution .",It is inevitably true that excessive use of public transport leads to higher levels of pollution .,18,medium
ABC.train.gold.bea19_001510,role,gpt-4o,0.0,128,1.0,1234,60,0,455,It is inevitably true that excessive use of public transport leads to higher levels of pollution.,It is inevitably true that excessive use of public transport leads to higher levels of pollution.,"It is inevitably true that , excessive use of public transport leads to higher level of pollution .",It is inevitably true that excessive use of public transport leads to higher levels of pollution .,18,medium
A.train.gold.bea19_000498,fewshot,gpt-4o,0.0,128,1.0,1234,60,0,510,This is the power of information technology.,This is the power of information technology.,This is a power of the information technology .,This is the power of information technology .,9,short
A.train.gold.bea19_000498,instruction,gpt-4o,0.0,128,1.0,1234,60,0,463,This is a power of the information technology.,This is a power of the information technology.,This is a power of the information technology .,This is the power of information technology .,9,short
A.train.gold.bea19_000498,role,gpt-4o,0.0,128,1.0,1234,60,0,574,This is a power of information technology.,This is a power of information technology.,This is a power of the information technology .,This is the power of information technology .,9,short
ABC.train.gold.bea19_023173,fewshot,gpt-4o,0.0,128,1.0,1234,60,0,634,One argument in favour of this idea is that Peruvian people who learn English for a short period and then travel abroad have an enhancement in just one or two months.,One argument in favour of this idea is that Peruvian people who learn English for a short period and then travel abroad have an enhancement in just one or two months.,"One argument in favour of this idea is that Peruvian people who learn English for a short period and then travel abroad , have an enhancement in just one or two months .",One argument in favour of this idea is that Peruvian people who learn English for a short period and then travel abroad show an improvement in just one or two months .,33,long
ABC.train.gold.bea19_023173,instruction,gpt-4o,0.0,128,1.0,1234,60,0,701,One argument in favour of this idea is that Peruvian people who learn English for a short period and then travel abroad have an enhancement in just one or two months.,One argument in favour of this idea is that Peruvian people who learn English for a short period and then travel abroad have an enhancement in just one or two months.,"One argument in favour of this idea is that Peruvian people who learn English for a short period and then travel abroad , have an enhancement in just one or two months .",One argument in favour of this idea is that Peruvian people who learn English for a short period and then travel abroad show an improvement in just one or two months .,33,long
ABC.train.gold.bea19_023173,role,gpt-4o,0.0,128,1.0,1234,60,0,588,One argument in favour of this idea is that Peruvian people who learn English for a short period and then travel abroad have an enhancement in just one or two months.,One argument in favour of this idea is that Peruvian people who learn English for a short period and then travel abroad have an enhancement in just one or two months.,"One argument in favour of this idea is that Peruvian people who learn English for a short period and then travel abroad , have an enhancement in just one or two months .",One argument in favour of this idea is that Peruvian people who learn English for a short period and then travel abroad show an improvement in just one or two months .,33,long
ABC.train.gold.bea19_006662,fewshot,gpt-4o,0.0,128,1.0,1234,60,0,760,After one month my instructor told me that I would go to the competition.,After one month my instructor told me that I would go to the competition.,After one month my instructor told me that I will go to the competition .,"After After one month , my instructor told me that I would enter the competition .",15,medium
ABC.train.gold.bea19_006662,instruction,gpt-4o,0.0,128,1.0,1234,60,0,525,"After one month, my instructor told me that I would go to the competition.","After one month, my instructor told me that I would go to the competition.",After one month my instructor told me that I will go to the competition .,"After After one month , my instructor told me that I would enter the competition .",15,medium
ABC.train.gold.bea19_006662,role,gpt-4o,0.0,128,1.0,1234,60,0,577,After one month my instructor told me that I would go to the competition.,After one month my instructor told me that I would go to the competition.,After one month my instructor told me that I will go to the competition .,"After After one month , my instructor told me that I would enter the competition .",15,medium
C.train.gold.bea19_009919,fewshot,gpt-4o,0.0,128,1.0,1234,60,0,402,I started walking towards my house when she yelled:,I started walking towards my house when she yelled:,I started walking towards my house when she yelled :,I started walking towards my house when she yelled :,10,short
C.train.gold.bea19_009919,instruction,gpt-4o,0.0,128,1.0,1234,60,0,584,I started walking towards my house when she yelled:,I started walking towards my house when she yelled:,I started walking towards my house when she yelled :,I started walking towards my house when she yelled :,10,short
C.train.gold.bea19_009919,role,gpt-4o,0.0,128,1.0,1234,60,0,502,I started walking towards my house when she yelled:,I started walking towards my house when she yelled:,I started walking towards my house when she yelled :,I started walking towards my house when she yelled :,10,short
B.train.gold.bea19_000232,fewshot,gpt-4o,0.0,128,1.0,1234,60,0,440,Working on holidays abroad,Working on holidays abroad,Working holidays abroad,Working holidays abroad,3,short
B.train.gold.bea19_000232,instruction,gpt-4o,0.0,128,1.0,1234,60,0,522,Working holiday abroad,Working holiday abroad,Working holidays abroad,Working holidays abroad,3,short
B.train.gold.bea19_000232,role,gpt-4o,0.0,128,1.0,1234,60,0,455,Working holiday abroad,Working holiday abroad,Working holidays abroad,Working holidays abroad,3,short
ABC.train.gold.bea19_023003,fewshot,gpt-4o,0.0,128,1.0,1234,60,0,658,"On the other hand, near the Mediterranean Sea there are a lot of towns with fantastic beaches where the water is very clean and warm.","On the other hand, near the Mediterranean Sea there are a lot of towns with fantastic beaches where the water is very clean and warm.","On the other hand , near Mediterranean Sea there are a lot of towns with fantastic beaches which water is very clean and warm .","On the other hand , near the Mediterranean Sea there are a lot of towns with fantastic beaches where the water is very clean and warm .",25,long
ABC.train.gold.bea19_023003,instruction,gpt-4o,0.0,128,1.0,1234,60,0,552,"On the other hand, near the Mediterranean Sea there are a lot of towns with fantastic beaches whose water is very clean and warm.","On the other hand, near the Mediterranean Sea there are a lot of towns with fantastic beaches whose water is very clean and warm.","On the other hand , near Mediterranean Sea there are a lot of towns with fantastic beaches which water is very clean and warm .","On the other hand , near the Mediterranean Sea there are a lot of towns with fantastic beaches where the water is very clean and warm .",25,long
ABC.train.gold.bea19_023003,role,gpt-4o,0.0,128,1.0,1234,60,0,667,"On the other hand, near the Mediterranean Sea there are a lot of towns with fantastic beaches whose water is very clean and warm.","On the other hand, near the Mediterranean Sea there are a lot of towns with fantastic beaches whose water is very clean and warm.","On the other hand , near Mediterranean Sea there are a lot of towns with fantastic beaches which water is very clean and warm .","On the other hand , near the Mediterranean Sea there are a lot of towns with fantastic beaches where the water is very clean and warm .",25,long
ABC.train.gold.bea19_014777,fewshot,gpt-4o,0.0,128,1.0,1234,60,0,693,"Recently I saw some pretty good films called ""The Wolf of Wall Street"" and ""Captain Phillips,"" films that caught my attention from the first minute.","Recently I saw some pretty good films called ""The Wolf of Wall Street"" and ""Captain Phillips,"" films that caught my attention from the first minute.","Recently I saw some pretty good films called "" The Wolf of Wall Street "" and "" Capitan Philips "" , films that caught my attention since the first minute .","Recently , I saw two pretty good films called "" The Wolf of Wall Street "" and "" Capitan Philips "" , films that held my attention from the first minute .",31,long
ABC.train.gold.bea19_014777,instruction,gpt-4o,0.0,128,1.0,1234,60,0,531,"Recently I saw some pretty good films called ""The Wolf of Wall Street"" and ""Captain Phillips,"" films that caught my attention since the first minute.","Recently I saw some pretty good films called ""The Wolf of Wall Street"" and ""Captain Phillips,"" films that caught my attention since the first minute.","Recently I saw some pretty good films called "" The Wolf of Wall Street "" and "" Capitan Philips "" , films that caught my attention since the first minute .","Recently , I saw two pretty good films called "" The Wolf of Wall Street "" and "" Capitan Philips "" , films that held my attention from the first minute .",31,long
ABC.train.gold.bea19_014777,role,gpt-4o,0.0,128,1.0,1234,60,0,549,"Recently I saw some pretty good films called ""The Wolf of Wall Street"" and ""Captain Phillips,"" films that caught my attention since the first minute.","Recently I saw some pretty good films called ""The Wolf of Wall Street"" and ""Captain Phillips,"" films that caught my attention since the first minute.","Recently I saw some pretty good films called "" The Wolf of Wall Street "" and "" Capitan Philips "" , films that caught my attention since the first minute .","Recently , I saw two pretty good films called "" The Wolf of Wall Street "" and "" Capitan Philips "" , films that held my attention from the first minute .",31,long
A.train.gold.bea19_004512,fewshot,gpt-4o,0.0,128,1.0,1234,60,0,586,But nobody was opening the doors.,But nobody was opening the doors.,but nobody was opening doors .,but nobody was opening their doors .,6,short
A.train.gold.bea19_004512,instruction,gpt-4o,0.0,128,1.0,1234,60,0,414,But nobody was opening doors.,But nobody was opening doors.,but nobody was opening doors .,but nobody was opening their doors .,6,short
A.train.gold.bea19_004512,role,gpt-4o,0.0,128,1.0,1234,60,0,425,but nobody was opening the doors.,but nobody was opening the doors.,but nobody was opening doors .,but nobody was opening their doors .,6,short
ABC.train.gold.bea19_032719,fewshot,gpt-4o,0.0,128,1.0,1234,60,0,672,"Well, as the day was coming to a close, Michael had a distinct feeling that something just wasn't correct, but he dismissed that feeling and continued with his day as he usually does.","Well, as the day was coming to a close, Michael had a distinct feeling that something just wasn't correct, but he dismissed that feeling and continued with his day as he usually does.",Well as the day was coming to a close Michael had a distinct feeling that something just was n't correct but he dismissed that feeling and continued with his day as he usually does .,"Well , as the day was coming to a close , Michael had a distinct feeling that something just was n't correct but he dismissed that feeling and continued with his day as he usually does .",35,long
ABC.train.gold.bea19_032719,instruction,gpt-4o,0.0,128,1.0,1234,60,0,679,"Well, as the day was coming to a close, Michael had a distinct feeling that something just wasn't correct, but he dismissed that feeling and continued with his day as he usually does.","Well, as the day was coming to a close, Michael had a distinct feeling that something just wasn't correct, but he dismissed that feeling and continued with his day as he usually does.",Well as the day was coming to a close Michael had a distinct feeling that something just was n't correct but he dismissed that feeling and continued with his day as he usually does .,"Well , as the day was coming to a close , Michael had a distinct feeling that something just was n't correct but he dismissed that feeling and continued with his day as he usually does .",35,long
ABC.train.gold.bea19_032719,role,gpt-4o,0.0,128,1.0,1234,60,0,650,"Well, as the day was coming to a close, Michael had a distinct feeling that something just wasn't correct, but he dismissed that feeling and continued with his day as he usually does.","Well, as the day was coming to a close, Michael had a distinct feeling that something just wasn't correct, but he dismissed that feeling and continued with his day as he usually does.",Well as the day was coming to a close Michael had a distinct feeling that something just was n't correct but he dismissed that feeling and continued with his day as he usually does .,"Well , as the day was coming to a close , Michael had a distinct feeling that something just was n't correct but he dismissed that feeling and continued with his day as he usually does .",35,long
A.train.gold.bea19_003599,fewshot,gpt-4o,0.0,128,1.0,1234,60,0,619,"The crowd is larger and all the people want to travel by public transport, so it is difficult to travel. The best way to travel is there.","The crowd is larger and all the people want to travel by public transport, so it is difficult to travel. The best way to travel is there.",Crowd is more and all the people want to travel by public transport so it is difficult to travel . Best way to travel in there,"There are more crowds and all the people want to travel by public transport , so it is difficult to travel . The best way to travel is in their",26,long
A.train.gold.bea19_003599,instruction,gpt-4o,0.0,128,1.0,1234,60,0,558,"Crowd is more, and all the people want to travel by public transport, so it is difficult to travel. Best way to travel in there.","Crowd is more, and all the people want to travel by public transport, so it is difficult to travel. Best way to travel in there.",Crowd is more and all the people want to travel by public transport so it is difficult to travel . Best way to travel in there,"There are more crowds and all the people want to travel by public transport , so it is difficult to travel . The best way to travel is in their",26,long
A.train.gold.bea19_003599,role,gpt-4o,0.0,128,1.0,1234,60,0,681,"The crowd is more, and all the people want to travel by public transport, so it is difficult to travel. Best way to travel in there.","The crowd is more, and all the people want to travel by public transport, so it is difficult to travel. Best way to travel in there.",Crowd is more and all the people want to travel by public transport so it is difficult to travel . Best way to travel in there,"There are more crowds and all the people want to travel by public transport , so it is difficult to travel . The best way to travel is in their",26,long
B.train.gold.bea19_001397,fewshot,gpt-4o,0.0,128,1.0,1234,60,0,520,Thank you for your time!,Thank you for your time!,Thank you for your time !,Thank you for your time !,6,short
B.train.gold.bea19_001397,instruction,gpt-4o,0.0,128,1.0,1234,60,0,516,Thank you for your time!,Thank you for your time!,Thank you for your time !,Thank you for your time !,6,short
B.train.gold.bea19_001397,role,gpt-4o,0.0,128,1.0,1234,60,0,445,Thank you for your time!,Thank you for your time!,Thank you for your time !,Thank you for your time !,6,short
A.train.gold.bea19_001047,fewshot,gpt-4o,0.0,128,1.0,1234,60,0,565,That's all I can say. I love football very much.,That's all I can say. I love football very much.,That all I can say . I love football very much,That is all I can say . I love football very much .,11,medium
A.train.gold.bea19_001047,instruction,gpt-4o,0.0,128,1.0,1234,60,0,463,That's all I can say. I love football very much.,That's all I can say. I love football very much.,That all I can say . I love football very much,That is all I can say . I love football very much .,11,medium
A.train.gold.bea19_001047,role,gpt-4o,0.0,128,1.0,1234,60,0,456,That's all I can say. I love football very much.,That's all I can say. I love football very much.,That all I can say . I love football very much,That is all I can say . I love football very much .,11,medium
A.train.gold.bea19_005448,fewshot,gpt-4o,0.0,128,1.0,1234,60,0,766,"For all the people, I advise starting to play or watch football because, for me, it is a very good sport, but you can play good football only if you really like it, because first, football is fun.","For all the people, I advise starting to play or watch football because, for me, it is a very good sport, but you can play good football only if you really like it, because first, football is fun.","For all the people I advise to start to play or watching football because for me it is a very good sport , but you can play a good football only if you really like it , because first football is fun .","For all the people , I advise you to start playing or watching football , because , for me , it is a very good sport . But you can only play football well if you really like it , because , first and foremost , football is fun .",43,long
A.train.gold.bea19_005448,instruction,gpt-4o,0.0,128,1.0,1234,60,0,748,"For all the people I advise to start to play or watch football because, for me, it is a very good sport, but you can play good football only if you really like it, because first, football is fun.","For all the people I advise to start to play or watch football because, for me, it is a very good sport, but you can play good football only if you really like it, because first, football is fun.","For all the people I advise to start to play or watching football because for me it is a very good sport , but you can play a good football only if you really like it , because first football is fun .","For all the people , I advise you to start playing or watching football , because , for me , it is a very good sport . But you can only play football well if you really like it , because , first and foremost , football is fun .",43,long
A.train.gold.bea19_005448,role,gpt-4o,0.0,128,1.0,1234,60,0,1012,"For all the people I advise to start to play or watch football because for me it is a very good sport, but you can play good football only if you really like it, because first football is fun.","For all the people I advise to start to play or watch football because for me it is a very good sport, but you can play good football only if you really like it, because first football is fun.","For all the people I advise to start to play or watching football because for me it is a very good sport , but you can play a good football only if you really like it , because first football is fun .","For all the people , I advise you to start playing or watching football , because , for me , it is a very good sport . But you can only play football well if you really like it , because , first and foremost , football is fun .",43,long
A.train.gold.bea19_009943,fewshot,gpt-4o,0.0,128,1.0,1234,60,0,516,"She always helps me with whatever I need, and she's amazing.","She always helps me with whatever I need, and she's amazing.","She always helps me in whatever I need , and she 's amazing .","She always helps me with whatever I need , and she 's amazing .",14,medium
A.train.gold.bea19_009943,instruction,gpt-4o,0.0,128,1.0,1234,60,0,601,"She always helps me in whatever I need, and she's amazing.","She always helps me in whatever I need, and she's amazing.","She always helps me in whatever I need , and she 's amazing .","She always helps me with whatever I need , and she 's amazing .",14,medium
A.train.gold.bea19_009943,role,gpt-4o,0.0,128,1.0,1234,60,0,1435,"She always helps me in whatever I need, and she's amazing.","She always helps me in whatever I need, and she's amazing.","She always helps me in whatever I need , and she 's amazing .","She always helps me with whatever I need , and she 's amazing .",14,medium
ABCN.dev.gold.bea19_001538,fewshot,gpt-4o,0.0,128,1.0,1234,60,0,733,"Everybody cannot afford to travel by car as it is costly, but to discuss the benefits, one can enjoy high privacy during travel and it is convenient.","Everybody cannot afford to travel by car as it is costly, but to discuss the benefits, one can enjoy high privacy during travel and it is convenient.","Everybody can not afford a travel through car as it is costly , but to discuss the benefits , one can enjoy high privacy during travel and is convenient","Not everybody can afford a journey by car as it is costly , but to discuss the benefits , one can enjoy a high level of privacy while travelling and it is convenient",29,long
ABCN.dev.gold.bea19_001538,instruction,gpt-4o,0.0,128,1.0,1234,60,0,612,"Not everybody can afford to travel by car as it is costly, but to discuss the benefits, one can enjoy high privacy during travel and it is convenient.","Not everybody can afford to travel by car as it is costly, but to discuss the benefits, one can enjoy high privacy during travel and it is convenient.","Everybody can not afford a travel through car as it is costly , but to discuss the benefits , one can enjoy high privacy during travel and is convenient","Not everybody can afford a journey by car as it is costly , but to discuss the benefits , one can enjoy a high level of privacy while travelling and it is convenient",29,long
ABCN.dev.gold.bea19_001538,role,gpt-4o,0.0,128,1.0,1234,60,0,689,"Not everybody can afford to travel by car as it is costly, but to discuss the benefits, one can enjoy high privacy during travel and it is convenient.","Not everybody can afford to travel by car as it is costly, but to discuss the benefits, one can enjoy high privacy during travel and it is convenient.","Everybody can not afford a travel through car as it is costly , but to discuss the benefits , one can enjoy high privacy during travel and is convenient","Not everybody can afford a journey by car as it is costly , but to discuss the benefits , one can enjoy a high level of privacy while travelling and it is convenient",29,long
N.dev.gold.bea19_000905,fewshot,gpt-4o,0.0,128,1.0,1234,60,0,768,"After the Baron is caught bathing with the Mussalman, he receives 100 lashes for his sin.","After the Baron is caught bathing with the Mussalman, he receives 100 lashes for his sin.","After the Baron is caught bathing with the Mussalman , he receives 100 lashes for his sin .","After the Baron is caught bathing with the Muslim , he receives 100 lashes for his sin .",18,medium
N.dev.gold.bea19_000905,instruction,gpt-4o,0.0,128,1.0,1234,60,0,609,"After the Baron is caught bathing with the Mussalman, he receives 100 lashes for his sin.","After the Baron is caught bathing with the Mussalman, he receives 100 lashes for his sin.","After the Baron is caught bathing with the Mussalman , he receives 100 lashes for his sin .","After the Baron is caught bathing with the Muslim , he receives 100 lashes for his sin .",18,medium
N.dev.gold.bea19_000905,role,gpt-4o,0.0,128,1.0,1234,60,0,719,"After the Baron is caught bathing with the Mussalman, he receives 100 lashes for his sin.","After the Baron is caught bathing with the Mussalman, he receives 100 lashes for his sin.","After the Baron is caught bathing with the Mussalman , he receives 100 lashes for his sin .","After the Baron is caught bathing with the Muslim , he receives 100 lashes for his sin .",18,medium
A.train.gold.bea19_009914,fewshot,gpt-4o,0.0,128,1.0,1234,60,0,557,Several years ago we had wonderful lawns with a lot of local plants and grass.,Several years ago we had wonderful lawns with a lot of local plants and grass.,Several years ago we had wonderful lawns with a lot of local plants and grass .,Several years ago we had wonderful lawns with a lot of local plants and grass .,16,medium
A.train.gold.bea19_009914,instruction,gpt-4o,0.0,128,1.0,1234,60,0,684,Several years ago we had wonderful lawns with a lot of local plants and grass.,Several years ago we had wonderful lawns with a lot of local plants and grass.,Several years ago we had wonderful lawns with a lot of local plants and grass .,Several years ago we had wonderful lawns with a lot of local plants and grass .,16,medium
A.train.gold.bea19_009914,role,gpt-4o,0.0,128,1.0,1234,60,0,601,Several years ago we had wonderful lawns with a lot of local plants and grass.,Several years ago we had wonderful lawns with a lot of local plants and grass.,Several years ago we had wonderful lawns with a lot of local plants and grass .,Several years ago we had wonderful lawns with a lot of local plants and grass .,16,medium
ABC.train.gold.bea19_011592,fewshot,gpt-4o,0.0,128,1.0,1234,60,0,696,"Because it was our first day at Algarve, we decided to explore a bit more of the area.","Because it was our first day at Algarve, we decided to explore a bit more of the area.","Because it was our first day at Algarve , we decided to explore , a bit more of the area .","Because it was our first day in the Algarve , we decided to explore a bit more of the area .",21,long
ABC.train.gold.bea19_011592,instruction,gpt-4o,0.0,128,1.0,1234,60,0,515,"Because it was our first day at Algarve, we decided to explore a bit more of the area.","Because it was our first day at Algarve, we decided to explore a bit more of the area.","Because it was our first day at Algarve , we decided to explore , a bit more of the area .","Because it was our first day in the Algarve , we decided to explore a bit more of the area .",21,long
ABC.train.gold.bea19_011592,role,gpt-4o,0.0,128,1.0,1234,60,0,625,"Because it was our first day at Algarve, we decided to explore a bit more of the area.","Because it was our first day at Algarve, we decided to explore a bit more of the area.","Because it was our first day at Algarve , we decided to explore , a bit more of the area .","Because it was our first day in the Algarve , we decided to explore a bit more of the area .",21,long
ABC.train.gold.bea19_020427,fewshot,gpt-4o,0.0,128,1.0,1234,60,0,918,"They might be there for you, preparing menus and a big extension of exercises that will help you and change your health and body only if you cooperate.","They might be there for you, preparing menus and a big extension of exercises that will help you and change your health and body only if you cooperate.","They might be there for you , preparing menus and a big extension of exercises that will help you and change your health and body only if you cooperate .","They can be there for you , preparing menus and a big extension of exercises that will help you and change your health and body , but only if you cooperate .",30,long
ABC.train.gold.bea19_020427,instruction,gpt-4o,0.0,128,1.0,1234,60,0,539,"They might be there for you, preparing menus and a big extension of exercises that will help you and change your health and body only if you cooperate.","They might be there for you, preparing menus and a big extension of exercises that will help you and change your health and body only if you cooperate.","They might be there for you , preparing menus and a big extension of exercises that will help you and change your health and body only if you cooperate .","They can be there for you , preparing menus and a big extension of exercises that will help you and change your health and body , but only if you cooperate .",30,long
ABC.train.gold.bea19_020427,role,gpt-4o,0.0,128,1.0,1234,60,0,582,"They might be there for you, preparing menus and a big extension of exercises that will help you and change your health and body only if you cooperate.","They might be there for you, preparing menus and a big extension of exercises that will help you and change your health and body only if you cooperate.","They might be there for you , preparing menus and a big extension of exercises that will help you and change your health and body only if you cooperate .","They can be there for you , preparing menus and a big extension of exercises that will help you and change your health and body , but only if you cooperate .",30,long
B.train.gold.bea19_012043,fewshot,gpt-4o,0.0,128,1.0,1234,60,0,541,"Now that we have a wonderful idea, I thought you would want to hear about it.","Now that we have a wonderful idea, I thought you would want to hear about it.",Now that we have a wonderful idea I thought you would want to hear about it .,"Now that we have a wonderful idea , I thought you would want to hear about it .",17,medium
B.train.gold.bea19_012043,instruction,gpt-4o,0.0,128,1.0,1234,60,0,675,"Now that we have a wonderful idea, I thought you would want to hear about it.","Now that we have a wonderful idea, I thought you would want to hear about it.",Now that we have a wonderful idea I thought you would want to hear about it .,"Now that we have a wonderful idea , I thought you would want to hear about it .",17,medium
B.train.gold.bea19_012043,role,gpt-4o,0.0,128,1.0,1234,60,0,726,"Now that we have a wonderful idea, I thought you would want to hear about it.","Now that we have a wonderful idea, I thought you would want to hear about it.",Now that we have a wonderful idea I thought you would want to hear about it .,"Now that we have a wonderful idea , I thought you would want to hear about it .",17,medium
A.train.gold.bea19_002358,fewshot,gpt-4o,0.0,128,1.0,1234,60,0,640,I came from a large family and I have two younger sisters aged 10 and 12.,I came from a large family and I have two younger sisters aged 10 and 12.,I came from a large family and I have two younger sisters with age of 10 and 12 .,I come from a large family and I have two younger sisters aged 10 and 12 .,19,medium
A.train.gold.bea19_002358,instruction,gpt-4o,0.0,128,1.0,1234,60,0,608,"I came from a large family, and I have two younger sisters with ages of 10 and 12.","I came from a large family, and I have two younger sisters with ages of 10 and 12.",I came from a large family and I have two younger sisters with age of 10 and 12 .,I come from a large family and I have two younger sisters aged 10 and 12 .,19,medium
A.train.gold.bea19_002358,role,gpt-4o,0.0,128,1.0,1234,60,0,555,I came from a large family and I have two younger sisters with ages of 10 and 12.,I came from a large family and I have two younger sisters with ages of 10 and 12.,I came from a large family and I have two younger sisters with age of 10 and 12 .,I come from a large family and I have two younger sisters aged 10 and 12 .,19,medium
A.train.gold.bea19_007158,fewshot,gpt-4o,0.0,128,1.0,1234,60,0,491,There are several reasons why there is no future for public transport.,There are several reasons why there is no future for public transport.,There are several reasons why there is no future for public transport .,There are several reasons why there is no future for public transport .,13,medium
A.train.gold.bea19_007158,instruction,gpt-4o,0.0,128,1.0,1234,60,0,449,There are several reasons why there is no future for public transport.,There are several reasons why there is no future for public transport.,There are several reasons why there is no future for public transport .,There are several reasons why there is no future for public transport .,13,medium
A.train.gold.bea19_007158,role,gpt-4o,0.0,128,1.0,1234,60,0,700,There are several reasons why there is no future for public transport.,There are several reasons why there is no future for public transport.,There are several reasons why there is no future for public transport .,There are several reasons why there is no future for public transport .,13,medium
ABC.train.gold.bea19_024670,fewshot,gpt-4o,0.0,128,1.0,1234,60,0,494,We've planned a nice event to celebrate my 50.,We've planned a nice event to celebrate my 50.,We 've planed a nice event to celebrate my 50 .,We 've planned a nice event to celebrate my 50th .,11,medium
ABC.train.gold.bea19_024670,instruction,gpt-4o,0.0,128,1.0,1234,60,0,554,We've planned a nice event to celebrate my 50.,We've planned a nice event to celebrate my 50.,We 've planed a nice event to celebrate my 50 .,We 've planned a nice event to celebrate my 50th .,11,medium
ABC.train.gold.bea19_024670,role,gpt-4o,0.0,128,1.0,1234,60,0,511,We've planned a nice event to celebrate my 50.,We've planned a nice event to celebrate my 50.,We 've planed a nice event to celebrate my 50 .,We 've planned a nice event to celebrate my 50th .,11,medium
ABC.train.gold.bea19_027078,fewshot,gpt-4o,0.0,128,1.0,1234,60,0,498,It's been a long time since we last contacted each other.,It's been a long time since we last contacted each other.,It 's been a long time since we last contact each other .,It 's been a long time since we last contacted each other .,13,medium
ABC.train.gold.bea19_027078,instruction,gpt-4o,0.0,128,1.0,1234,60,0,480,It's been a long time since we last contacted each other.,It's been a long time since we last contacted each other.,It 's been a long time since we last contact each other .,It 's been a long time since we last contacted each other .,13,medium
ABC.train.gold.bea19_027078,role,gpt-4o,0.0,128,1.0,1234,60,0,609,It's been a long time since we last contacted each other.,It's been a long time since we last contacted each other.,It 's been a long time since we last contact each other .,It 's been a long time since we last contacted each other .,13,medium
A.train.gold.bea19_004187,fewshot,gpt-4o,0.0,128,1.0,1234,60,0,535,They brought Marcuangolo to a room and put the boy in a bed.,They brought Marcuangolo to a room and put the boy in a bed.,They brought Marcuangolo to a room and put the boy in a bed .,They took Marcuangolo to a room and put the boy in a bed .,14,medium
