sentence_id,source,reference
ABC.train.gold.bea19_013425,"If I am honest , I have to say , I would not be famous if I would lose my life .","If I am honest , I have to say , I would not be famous if it meant I would lose my life ."
ABC.train.gold.bea19_013426,I like my student life without followers .,I like my student life without followers .
ABC.train.gold.bea19_013427,My town is a very good town for taking care of the environment .,My town is a very good town for taking care of the environment .
ABC.train.gold.bea19_013428,"My town , City X , is a very green city .","My town , City X , is a very green city ."
ABC.train.gold.bea19_013429,Only cool and good cars are allowed .,Only cool and good cars are allowed .
ABC.train.gold.bea19_013430,People will be fined if they throw garbage on the streets .,People will be fined if they throw garbage on the streets .
ABC.train.gold.bea19_013431,This town is a very strict town .,This town is a very strict town .
ABC.train.gold.bea19_013432,"Our town is full of green plants everywhere : in the school playground , between the roads and many other places .","Our town is full of green plants everywhere : in the school playground , between the roads and many other places ."
ABC.train.gold.bea19_013433,My town uses only uses electric cars because they do n't dive out carbon dioxide .,My town only uses electric cars because they do n't give off carbon dioxide .
ABC.train.gold.bea19_013434,Smoking is not allowed .,Smoking is not allowed .
ABC.train.gold.bea19_013435,Farting in the open air is not permitted .,Farting in the open air is not permitted .
ABC.train.gold.bea19_013436,Plastic substances should be reused .,Plastic substances should be reused .
ABC.train.gold.bea19_013437,Plastic bags should be bought in shops .,Plastic bags should be bought in shops .
ABC.train.gold.bea19_013438,Most people use leather or fabric bags for their everyday life .,Most people use leather or fabric bags for their everyday life .
ABC.train.gold.bea19_013439,Dogs are also not allowed because they fart and are not clean .,Dogs are also not allowed because they fart and are not clean .
ABC.train.gold.bea19_013440,People with dogs will be sentenced and will suffer heavy consequences .,People with dogs will be sentenced and will suffer heavy consequences .
ABC.train.gold.bea19_013441,People who smoke will be jailed for 20 years .,People who smoke will be jailed for 20 years .
ABC.train.gold.bea19_013442,"City X helps reforestation in many countries and places such as Brazil , Java , Sumatra , Peru , Guyana , French Guyana , Surinam , Bolivia , Uruguay , Paraguay , Colombia , Venezuela , Equador , Chile , Indonesia , Bali , Malaysia , Singapore , India , and many more .","City X helps reforestation in many countries and places such as Brazil , Java , Sumatra , Peru , Guyana , French Guyana , Surinam , Bolivia , Uruguay , Paraguay , Colombia , Venezuela , Equador , Chile , Indonesia , Bali , Malaysia , Singapore , India , and many more ."
ABC.train.gold.bea19_013443,Public transport is going to face a huge decrease in the near future .,Public transport is going to face a huge decline in the near future .
ABC.train.gold.bea19_013444,New technologies are changing the way of thinking private cars in a new much more save and ecological way .,"New technologies are changing the way of thinking about private cars in a new , much safer and more ecological way ."
ABC.train.gold.bea19_013445,"On the one hand , public transport is well known by their large amount of benefices like less pollution and more economical aspects .","On the one hand , public transport is well known for its large number of benefits , like less pollution and more economical aspects ."
ABC.train.gold.bea19_013446,"Moreover , large crowded cities using underground or bus are usually a good way to avoid traffic jams , saving time and stress of sad drivers during commutations .","Moreover , in large crowded cities , using the underground or buses is usually a good way to avoid traffic jams , saving time and stress for sad drivers during their commutes ."
ABC.train.gold.bea19_013447,"For that reason , fomenting the use of public transport has been the main concern of most of modern governments .","For that reason , encouraging the use of public transport has been the main concern of most modern governments ."
ABC.train.gold.bea19_013448,"On the other hand , huge technological improvements in car features like self - driving , electrical engines , solar power and others , have created a new perspective of conceiving the way we interact with cars .","On the other hand , huge technological improvements in car features like self - driving , electrical engines , solar power and others , have created a new way of conceiving the way we interact with cars ."
ABC.train.gold.bea19_013449,"Usually , cars need one hundred percent of our attention during driving . Resulting as a huge disadvantage of cars compared to public transport because we are not able to enjoy driving time by doing something else at the same time we are driving .","Usually , cars need one hundred percent of our attention during driving . This is a huge disadvantage of cars compared to public transport because we are not able to enjoy driving time by doing something else at the same time as we are driving ."
ABC.train.gold.bea19_013450,"However , that is really close to change by Google 's Self - Drive Car which is a new technology able to drive our car to any destination without humane intervention .","However , that is really close to being changed by Google 's Self - Drive Car , which is a new technology able to drive a car to any destination without human intervention ."
ABC.train.gold.bea19_013451,"Furthermore , the car could be empty and go anywhere we command .","Furthermore , the car could be empty and go anywhere we command ."
ABC.train.gold.bea19_013452,That exiting news open a new world of possibilities for the use of cars .,That exciting news opens up a new world of possibilities for the use of cars .
ABC.train.gold.bea19_013453,"For instance , imagine going to work and order the car going to park home after take your children at school .","For instance , imagine going to work and ordering the car to go to park at home after taking your children to school ."
ABC.train.gold.bea19_013454,"In addition , many other improvements like electric engines from Tesla are getting new benefices to this new concept of Intelligent - Cars .","In addition , many other improvements like electric engines from Tesla are adding new benefits to this new concept of Intelligent - Cars ."
ABC.train.gold.bea19_013455,"To summarise , cars are going to be so independent , ecological , cheep and intelligent that we will never take a public transport again .","To summarise , cars are going to be so independent , ecological , cheap and intelligent that we will never take public transport again ."
ABC.train.gold.bea19_013456,My name is Tove .,My name is Tove .
ABC.train.gold.bea19_013457,"I like to play soccer , dance and sing . I like to dance because I can do a little bit whatever I want when I dance and only a few people is judging me .","I like to play soccer , dance and sing . I like to dance because I can do a little bit of whatever I want when I dance and only a few people judge me ."
ABC.train.gold.bea19_013458,I like singing because it can bring happiness .,I like singing because it can bring happiness .
ABC.train.gold.bea19_013459,I like to play soccer because I get to hang out with friends and train at the same time .,I like to play soccer because I get to hang out with friends and exercise at the same time .
ABC.train.gold.bea19_013460,"My favorite food is sushi , and my favorite drink is a pink drink with Pineapple in it . I like sushi because it is fresh and sweet and at the same time it is sour .","My favorite food is sushi , and my favorite drink is a pink drink with pineapple in it . I like sushi because it is fresh and sweet and , at the same time , it is sour ."
ABC.train.gold.bea19_013461,The drink is so good because it has a lot of sweet flavors and it has pineapple in it .,The drink is so good because it has a lot of sweet flavors and it has pineapple in it .
ABC.train.gold.bea19_013462,I want a kitten but my mom is allergic so we ca n't have one .,"I want a kitten but my mom is allergic , so we ca n't have one ."
ABC.train.gold.bea19_013463,I was born in July 25th 2003 .,I was born on July 25th 2003 .
ABC.train.gold.bea19_013464,"I have a brother named Markus who wants to be a professional tennis player when he gets older , he is 17 years old .",I have a brother named Markus who wants to be a professional tennis player when he gets older . He is 17 years old .
ABC.train.gold.bea19_013465,"My mom 's name is Katarina and she likes to sing , she turns 50 this year .",My mom 's name is Katarina and she likes to sing . She turns 50 this year .
ABC.train.gold.bea19_013466,Her favorite food is crab and her favorite drink is a good white wine .,Her favorite food is crab and her favorite drink is a good white wine .
ABC.train.gold.bea19_013467,"My dad 's name Björn and he likes Tang So Do and to swim , he is 52 years old .",My dad 's name is Björn and he likes Tang So Do and swimming . He is 52 years old .
ABC.train.gold.bea19_013468,His favorite food is grilled steak .,His favorite food is grilled steak .
ABC.train.gold.bea19_013469,"Dear Paul ,","Dear Paul ,"
ABC.train.gold.bea19_013470,we did n't seen for a while so you do n't know much about me lately .,"we haven't seen each other for a while , so you do n't know much about me lately ."
ABC.train.gold.bea19_013471,Last month I was training at a concert by decorated the scene and seriously came out better then I expected to .,Last month I was working at a concert by decorating the stage and it seriously came out better than I expected it to .
ABC.train.gold.bea19_013472,The bulbs were red and the ground was full of yellow flowers .,The bulbs were red and the floor was covered in yellow flowers .
ABC.train.gold.bea19_013473,"Seems simple but looks beautiful , sometimes the simplicity is the most perfect accessorise .","Seems simple , but looks beautiful . Sometimes simplicity is the most perfect accessory ."
ABC.train.gold.bea19_013474,"I was happy helping those people , because money from the tickets were donated to a nursing house .","I was happy helping those people , because money from the tickets was donated to a nursing home ."
ABC.train.gold.bea19_013475,Nowadays people care more about themeselves and making good things for some of them is wrong !,"Nowadays , people care more about themselves and doing good things is wrong for some of them !"
ABC.train.gold.bea19_013476,"I 'm sad when I see a nursing house but you know , there , people will never talk whether they do bad or good and in the end of the day , they will not care only about themselves and their insecurity .","I 'm sad when I see a nursing home but , you know , there , people will never say whether they do bad or good and , at the end of the day , they will not care only about themselves and their insecurity ."
ABC.train.gold.bea19_013477,Being there is like having your own family .,Being there is like having your own family .
ABC.train.gold.bea19_013478,"I hope , in the next project you 'll be there helping us !","I hope , in the next project you 'll be there helping us !"
ABC.train.gold.bea19_013479,We need more caring person !,We need more caring people !
ABC.train.gold.bea19_013480,"Dear Jo ,","Dear Jo ,"
ABC.train.gold.bea19_013481,I am really happy you write to me for some advice and I am very honourated that you want to spend some time in my country .,I am really happy you wrote to me for some advice and I am very honoured that you want to spend some time in my country .
ABC.train.gold.bea19_013482,Now you have got lots of free time and I think that you must make a really good tour of my country .,Now you have got lots of free time and I think that you must do a really good tour of my country .
ABC.train.gold.bea19_013483,Firstly you have to decide if you want to visit the North or the South part of Itlay because if you do a full immertion tour of the intire Peninsula you visit neither a half of all you have to visit .,"First , you have to decide if you want to visit the north or the south part of Italy , because if you do a full immersion tour of the entire Peninsula you will visit only half of all you have to visit ."
ABC.train.gold.bea19_013484,If you decide to visit the North part I think is good if you start from Trento and his new museum about nature called Muse .,"If you decide to visit the north part , I think it would be good if you started from Trento and its new museum of nature called Muse ."
ABC.train.gold.bea19_013485,It is very beautiful because it is structured like a mountain ( and so you can start from the last floor and then you go down visiting other floors ) .,"It is very beautiful because it is structured like a mountain ( and so you can start from the top floor and then you go down , visiting other floors ) ."
ABC.train.gold.bea19_013486,"Then you must visit my city , Milan .","Then you must visit my city , Milan ."
ABC.train.gold.bea19_013487,"There you must see the center of the city because we have the Dome ( the Church ) , the gallery near the Dome , the little hidden church called S.Satiro and , at the end , the Sforza 's castle .","There you must see the center of the city because we have the Dome ( the cathedral ) , the gallery near the Dome , the little hidden church called S.Satiro and , at the end , Sforza 's castle ."
ABC.train.gold.bea19_013488,Then you must visit Venice the city on the water where every part of the city is a little treasure .,"Then you must visit Venice , the city on the water where every part of the city is a little treasure ."
ABC.train.gold.bea19_013489,If you like the Egyptian story you can go to Tourin where you can find a huge and beautiful museum about Ancient Egypt .,"If you like Egyptian history , you can go to Turin , where you can find a huge and beautiful museum of Ancient Egypt ."
ABC.train.gold.bea19_013490,"If you want to visit the South part of Italy you must start your trip from Florence , the bithplace of the culture , then you must go down to Rome the capital city of my country .","If you want to visit the south part of Italy , you must start your trip from Florence , the birthplace of the culture . Then you must go down to Rome , the capital city of my country ."
ABC.train.gold.bea19_013491,"After that you have seen the Coliseum , the Basilic of S.Peter and the Trevi fountain and so on you must visit Naples .","After you have seen the Coliseum , the basilica of S.Peter and the Trevi fountain , and so on , you must visit Naples ."
ABC.train.gold.bea19_013492,"In that wonderful city you must visit the statue of Jesus Christ called "" il Cristo velato "" made by marble and then you must visit the centre of the city , full of fantastic features that make this city really particular like Spaccanapoli , Hidden Napoli , S.Gennaro 's treasure , S.Severio Church and so on .","In that wonderful city , you must visit the statue of Jesus Christ called "" il Cristo velato "" made of marble , and then you must visit the centre of the city , full of fantastic features that make this city really special , like Spaccanapoli , Hidden Napoli , S.Gennaro 's treasure , S.Severio Church and so on ."
ABC.train.gold.bea19_013493,If you are a little bit tired of all this trip you can go to Sicily where a beautiful and special landscape can welcome you .,"If you are a little bit tired of all this touring , you can go to Sicily , where a beautiful and special landscape welcomes you ."
ABC.train.gold.bea19_013494,"There ale lots of things to visit in Sicily and the most important cities are : Palermo , Messima , Siracusa , Noto , Ragusa , Trapani , Agrigento ..","There are lots of things to visit in Sicily and the most important cities are : Palermo , Messima , Siracusa , Noto , Ragusa , Trapani , Agrigento .."
ABC.train.gold.bea19_013495,The idea to find a job that lasts thre month is great ..,The idea of finding a job that lasts three months is great .
ABC.train.gold.bea19_013496,I think you could work as an entretainer in some tourist villages roun the country .,I think you could work as an entertainer in some tourist villages around the country .
ABC.train.gold.bea19_013497,In that way you colud improve your way to make a relationship with people and also it could be a great help for your theatrical experience .,"In that way , you could improve your way to make a relationship with people and it could also be a great help for your theatrical experience ."
ABC.train.gold.bea19_013498,"I know that you are a brilliant photographer and that you want to improve your hability , so I think that you could do some photos during your trip and then you could send them to some experts .","I know that you are a brilliant photographer and that you want to improve your ability , so I think that you could take some photos during your trip and then you could send them to some experts ."
ABC.train.gold.bea19_013499,Honestly I think that it could be hard ( just because you haven't so much time ) but I know that sooner or later there will be a photo event ... It 's not much but you can start from it to let other people know about your talent .,"Honestly , I think that it could be hard ( just because you haven't so much time ) but I know that sooner or later there will be a photo event ... It 's not much but you can start from there to let other people know about your talent ."
ABC.train.gold.bea19_013500,I hope that my advices will help you and I also hope that you have a great time in my country ! !,I hope that my advice will help you and I also hope that you have a great time in my country ! !
ABC.train.gold.bea19_013501,Let me know if you enjoy yout tour and take lots of photos ( I want to see them soon ),Let me know if you enjoy your tour and take lots of photos ( I want to see them soon )
ABC.train.gold.bea19_013502,Lots of kisses,Lots of kisses
ABC.train.gold.bea19_013503,Marty,Marty
ABC.train.gold.bea19_013504,"Nowadays , people have different viewpoints about whether the most principle concern of choosing an occupation is salary .","Nowadays , people have different viewpoints about whether the principal concern when choosing an occupation is salary ."
ABC.train.gold.bea19_013505,"Personally , I disagree with that the money is the most important consideration for deciding a job , because there are several factors equally important .","Personally , I disagree with the view that money is the most important consideration for choosing a job , because there are several equally important factors ."
ABC.train.gold.bea19_013506,I believe that other considerations are as important as money .,I believe that other considerations are as important as money .
ABC.train.gold.bea19_013507,"Firstly , the core values and the reputation of the company are necessarily concerned .","Firstly , the core values and the reputation of the company are necessarily concerned ."
ABC.train.gold.bea19_013508,Working in a company which is built up with good core values and has an excellent reputation could easily obtain the fulfillment and keep passion in job for a long time .,Working in a company which is built on good core values and has an excellent reputation could easily bring fulfillment and sustain passion for your job for a long time .
ABC.train.gold.bea19_013509,We would believe that this job is worth contributing to for life .,We would believe that this work is worth contributing to for life .
ABC.train.gold.bea19_013510,"Secondly , the co - worker relationship and the atmosphere in the workplace are extremely important when choosing a job .","Secondly , the co - worker relationship and the atmosphere in the workplace are extremely important when choosing a job ."
ABC.train.gold.bea19_013511,"Having a kind boss or friendly colleagues , for example , can bring workers the senses of belonging and enjoyment from working , hence the working quality may arise greatly .","Having a kind boss or friendly colleagues , for example , can bring workers a sense of belonging and enjoyment from working , hence the quality of work may increase greatly ."
ABC.train.gold.bea19_013512,"Admittedly , money is necessary for people 's daily lives , satisfying their basic demand .","Admittedly , money is necessary for people 's daily lives , satisfying their basic needs ."
ABC.train.gold.bea19_013513,"For example , the expenditure of food , drinks and commodities need the support from the steady income .","For example , the cost of food , drinks and commodities needs the support of a steady income ."
ABC.train.gold.bea19_013514,"Furthermore , we may need much more money to have some activities , such as worldwide travel or outdoor camping for days .","Furthermore , we may need much more money to do some activities , such as worldwide travel or camping for days ."
ABC.train.gold.bea19_013515,"In addition , in the life - long consideration , health - care would be increasingly important with people getting older , hence enough amount of money as a stable income could not be disregard .","In addition , in the life - long consideration , health - care will be increasingly important with people getting older . Hence having enough money as a stable income can not be disregarded ."
ABC.train.gold.bea19_013516,"In conclusion , while salary still plays a role and certainly affects people 's choice of profession , I believe that money does not outweigh all the other factors .","In conclusion , while salary still plays a role and certainly affects people 's choice of profession , I believe that money does not outweigh all the other factors ."
ABC.train.gold.bea19_013517,Karate gave me a new purpose of life .,Karate gave me a new purpose in life .
ABC.train.gold.bea19_013518,This is one reason why it is my most favorite sport .,This is one reason why it is my favorite sport .
ABC.train.gold.bea19_013519,There are various reasons why I am absolutely fascinated by this martial art .,There are various reasons why I am absolutely fascinated by this martial art .
ABC.train.gold.bea19_013520,Behind every single movement you will find gracefulness and power .,Behind every single movement you will find gracefulness and power .
ABC.train.gold.bea19_013521,"Once entering a class , you are able to fully concentrate on the sport .","On entering a class , you are able to fully concentrate on the sport ."
ABC.train.gold.bea19_013522,There are certain procedures in the beginning of a class which encourages you to empty your mind and be ready for class .,There are certain procedures at the beginning of a class which encourage you to empty your mind and be ready for class .
ABC.train.gold.bea19_013523,Especially in our hectic world it is very important to find to yourself and just listen to your body .,"Especially in our hectic world , it is very important to find yourself and just listen to your body ."
ABC.train.gold.bea19_013524,As a martial artist you start to get a great fitness and your balance will improve a lot as well as your flexibility .,"As a martial artist , you start to achieve great fitness and your balance will improve a lot , as well as your flexibility ."
ABC.train.gold.bea19_013525,"Many characteristics will increase immensely such as confidence , self - defense or responsibility .","Many characteristics will increase immensely , such as confidence , self - defense or responsibility ."
ABC.train.gold.bea19_013526,"You will find that you will not only benefit from those in your normal life , but also in your job .","You will find that you will not only benefit from those in your normal life , but also in your work ."
ABC.train.gold.bea19_013527,Karate can be started by anyone and any age .,Karate can be started by anyone and at any age .
ABC.train.gold.bea19_013528,However to see any improvements you should attend regularly and at least twice a week .,"However , to see any improvements you should attend regularly and at least twice a week ."
ABC.train.gold.bea19_013529,Only then it starts to make great fun and you certainly will not regret that you have taken it up . Enjoy ! !,Only then does it start to be great fun and you certainly will not regret that you have taken it up . Enjoy ! !
ABC.train.gold.bea19_013530,Good Morning :,Dear Sir / Madam
ABC.train.gold.bea19_013531,I 'm writing to apply for one of yours advertisement publised in the local newspaper last week .,I 'm writing to reply to one of your advertisements published in the local newspaper last week .
ABC.train.gold.bea19_013532,"I mean , the "" Usa Summer Camps "" .","I mean , the "" USA Summer Camps "" ."
ABC.train.gold.bea19_013533,"I 'm 31 years old , and I have had the priviledge of working as a teacher all my live , so I am an experienced person capable of taking care children .","I 'm 31 years old , and I have had the privilege of working as a teacher all my life , so I am an experienced person capable of taking care of children ."
ABC.train.gold.bea19_013534,Due to my experience as a teacher I am sure that I could have any difficulty in organising sports and inventing a wide range of activities in order to entertain children .,"Due to my experience as a teacher , I am sure that I wo n't have any difficulty with organising sports and inventing a wide range of activities in order to entertain children ."
ABC.train.gold.bea19_013535,"As well as , take part in activities about cookering .",As well as taking part in activities relating to cooking .
ABC.train.gold.bea19_013536,"In addition to this , I bear in mind to improve my English through my work and of this way be able to teach the children some basic skill about this universal language .","In addition to this , I want to improve my English through my work and , in this way , be able to teach the children some basic skills in this universal language ."
ABC.train.gold.bea19_013537,I would be grateful if you would send me more information of this work and you can get in touch with my on 671234567 .,I would be grateful if you would send me more information about this job and you can get in touch with me on 671234567 .
ABC.train.gold.bea19_013538,I look forward to hearing from you early .,I look forward to hearing from you soon .
ABC.train.gold.bea19_013539,Yours faithfully,Yours faithfully
ABC.train.gold.bea19_013540,"Hi Anne ,","Hi Anne ,"
ABC.train.gold.bea19_013541,I 'm so happy to hear from you and pleased that you 're coming .,I 'm so happy to hear from you and pleased that you 're coming .
ABC.train.gold.bea19_013542,I look forward to seeing you when you arrive here .,I look forward to seeing you when you arrive here .
ABC.train.gold.bea19_013543,"Personally , I think the best month to come to Italy is April as the weather is temperate .","Personally , I think the best month to come to Italy is April as the weather is temperate ."
ABC.train.gold.bea19_013544,In my opinion if you want to meet people of our age I suggest going to the most famous local or places of the city .,"In my opinion , if you want to meet people of our age , I suggest going to the most famous areas or places in the city ."
ABC.train.gold.bea19_013545,How about going out with me and my friends ?,How about going out with me and my friends ?
ABC.train.gold.bea19_013546,We can see each other in the centre and then we visit the city all together .,We can meet each other in the centre and then we can visit the city all together .
ABC.train.gold.bea19_013547,April is a very nice month .,April is a very nice month .
ABC.train.gold.bea19_013548,"Although the weather can change more easily , so you should bring different kinds of clothes both heavy and light .","Although the weather can change more easily , so you should bring different kinds of clothes , both heavy and light ."
ABC.train.gold.bea19_013549,"The perfect outfit can be a pair of trousers , a t - shirt and a jacket .","The perfect outfit might be a pair of trousers , a t - shirt and a jacket ."
ABC.train.gold.bea19_013550,"Thanks a lot for your invitation and if I was n't so busy , I would travel around with you .","Thanks a lot for your invitation and if I was n't so busy , I would travel around with you ."
ABC.train.gold.bea19_013551,"Anyway , I 'll wait for a message to tell me when you are arriving .","Anyway , I 'll wait for a message to tell me when you are arriving ."
ABC.train.gold.bea19_013552,"Best wishes ,","Best wishes ,"
ABC.train.gold.bea19_013553,Aurora,Aurora
ABC.train.gold.bea19_013554,"Dear Sir / Madam ,","Dear Sir / Madam ,"
ABC.train.gold.bea19_013555,I am writing with reference to my stay in your hotel last week .,I am writing with reference to my stay in your hotel last week .
ABC.train.gold.bea19_013556,I wish I could express my dissatisfaction with the facilities .,I wish I could express my dissatisfaction with the facilities .
ABC.train.gold.bea19_013557,I am afraid to say the room was dirty and untidy .,I am afraid to say the room was dirty and untidy .
ABC.train.gold.bea19_013558,"At night , the noise was annoiying , I was not able to rest properly .","At night , the noise was annoying . I was not able to rest properly ."
ABC.train.gold.bea19_013559,"Besides , the phone did not work properly , it was imposible the use of it to call the receptionist .","Also , the phone did not work properly , it was impossible to use it to call the receptionist ."
ABC.train.gold.bea19_013560,In addition the elvetor was out of order .,"In addition , the elevator was out of order ."
ABC.train.gold.bea19_013561,"There were six of us from a school , and we all agree the stay was unpleasant .","There were six of us from a school , and we all agree the stay was unpleasant ."
ABC.train.gold.bea19_013562,"In the end , to my surprise , the price was more expensive than I expected as it was announced in your web .","In the end , to my surprise , the price was more expensive than I expected as advertised on your website ."
ABC.train.gold.bea19_013563,"It seems a tax was the excuse , but in my opinion this is a deceit .","It seems a tax was the excuse , but in my opinion , this was a trick ."
ABC.train.gold.bea19_013564,I regret to inform you that if you do not offer my apologies and a compensation for all the disturbance caused to me I would go to the main authority .,"I regret to inform you that if you do not offer your apologies and compensation for all the disturbance caused to me , I will go to the authorities ."
ABC.train.gold.bea19_013565,I look forward to receiving a prompt reply .,I look forward to receiving a prompt reply .
ABC.train.gold.bea19_013566,"Yours faithfully ,","Yours faithfully ,"
ABC.train.gold.bea19_013567,Angel,Angel
ABC.train.gold.bea19_013568,All about me,All about me
ABC.train.gold.bea19_013569,Hello ! My name is Emma and I 'm 13 years old .,Hello ! My name is Emma and I 'm 13 years old .
ABC.train.gold.bea19_013570,Now I am going tell you some facts about myself and my life .,Now I am going tell you some facts about myself and my life .
ABC.train.gold.bea19_013571,"I was born here in Sweden , actually right here at Danderyds hospital , but I lived in the city back then .","I was born here in Sweden , actually right here at Danderyds hospital , but I lived in the city back then ."
ABC.train.gold.bea19_013572,"When I was about three years old we moved here , to Danderyd .","When I was about three years old , we moved here , to Danderyd ."
ABC.train.gold.bea19_013573,"I lived in a yellow house , not far away from where I live now ( probably just five minutes ) until a year ago when we moved to a much bigger house .","I lived in a yellow house , not far away from where I live now ( probably just five minutes ) until a year ago , when we moved to a much bigger house ."
ABC.train.gold.bea19_013574,"I live here with my wonderful family based on my mum Aylin , my dad Tom , my two really annoying brothers Hans and Oliwer , and my two cats Tiger and Smilla .","I live here with my wonderful family consisting of my mum , Aylin , my dad , Tom , my two really annoying brothers , Hans and Oliwer , and my two cats , Tiger and Smilla ."
ABC.train.gold.bea19_013575,Hans is 10 years old and Oliwer is 7 years old .,Hans is 10 years old and Oliwer is 7 years old .
ABC.train.gold.bea19_013576,"In the middle of the summer we always go to Gotland and stay at a farm , in a little house .","In the middle of the summer we always go to Gotland and stay at a farm , in a little house ."
ABC.train.gold.bea19_013577,"I go by cycle to "" Fribergaskolan "" every day together with my friends Tekla , Julia and Bianca .","I go by cycle to "" Fribergaskolan "" every day , together with my friends Tekla , Julia and Bianca ."
ABC.train.gold.bea19_013578,I really think it is a great school with very kind teachers and students .,I really think it is a great school with very kind teachers and students .
ABC.train.gold.bea19_013579,I like to dance a lot .,I like to dance a lot .
ABC.train.gold.bea19_013580,"On Monday and Thursday I dance at a dance - school here , close to "" Mörby Centrum "" , called C - style .","On Monday and Thursday , I dance at a dance - school here , close to "" Mörby Centrum "" , called C - style ."
ABC.train.gold.bea19_013581,I dance a mixture of street dance and show dance .,I dance a mixture of street dance and show dance .
ABC.train.gold.bea19_013582,"I also like riding horses , that is one of the thing I often do when we are at Gotland , by the way .","I also like riding horses , which is one of the things I often do when we are at Gotland , by the way ."
ABC.train.gold.bea19_013583,Right now I 'm actually in a riding course every Sunday .,"Right now , I 'm actually on a riding course every Sunday ."
ABC.train.gold.bea19_013584,"We are just three girl , and I think this kind of riding is so much more fun than riding at a stable with big groups and so on .","We are just three girls , and I think this kind of riding is so much more fun than riding at a stable with big groups and so on ."
ABC.train.gold.bea19_013585,"I really like Spain , we have been there like six times and the reason is that my dad has a project there and sometimes he has to go there for a week or less and we have the luck to be able to join him .","I really like Spain . We have been there , like , six times and the reason is that my dad has a project there and sometimes he has to go there for a week or less and we have the good fortune to be able to join him ."
ABC.train.gold.bea19_013586,"I really like to eat sushi and other Asian food , like noodles .","I really like to eat sushi and other Asian food , like noodles ."
ABC.train.gold.bea19_013587,"My favorite restaurant is a restaurant in Stockholm at Östermalm called : "" New Peeking "" it 's an Asian buffé and they make the best food .","My favorite restaurant is a restaurant in Stockholm at Östermalm called : "" New Peeking "" . It 's an Asian buffet and they make the best food ."
ABC.train.gold.bea19_013588,"My favorite subject in school is probably Swedish , English or biologi .","My favorite subject in school is probably Swedish , English or Biology ."
ABC.train.gold.bea19_013589,"My favorite book is right now : "" The fault in our stars "" because its a really good subject and it is sad but great story .","My favorite book right now is : "" The Fault in our Stars "" , because it 's a really good subject and it is sad but a great story ."
ABC.train.gold.bea19_013590,"My favorite movie is maybe "" TED "" or "" Grown ups "" because they are really fun movies with some sad moments .","My favorite movie is maybe "" TED "" or "" Grown ups "" because they are really fun movies with some sad moments ."
ABC.train.gold.bea19_013591,On the holidays and after school I 'm often with my friends and family .,"In the holidays and after school , I 'm often with my friends and family ."
ABC.train.gold.bea19_013592,I have a lot of friends in my new class and I knew almost everyone of them in my old school ( called Kyrkskolan ) .,I have a lot of friends in my new class and I knew almost every one of them in my old school ( called Kyrkskolan ) .
ABC.train.gold.bea19_013593,One of my other big hobbies is photographing .,One of my other big hobbies is photography .
ABC.train.gold.bea19_013594,"I got one own camera , it 's a Canon .",I have got my own camera . It 's a Canon .
ABC.train.gold.bea19_013595,The biggest accident in my life was probably when I was three years old .,The biggest accident in my life was probably when I was three years old .
ABC.train.gold.bea19_013596,It was midsummer and my mum was outside on the terrace .,It was midsummer and my mum was outside on the terrace .
ABC.train.gold.bea19_013597,I wanted to go out to her so I open the door on the wrong side by putting my long finger and ring finger in the little crevice .,"I wanted to go out to her , so I opened the door on the wrong side by putting my long finger and ring finger in the little crevice ."
ABC.train.gold.bea19_013598,Suddenly a powerful wind make the door blow up and squeeze my finger really hard .,"Suddenly , a powerful wind made the door blow up and squeeze my finger really hard ."
ABC.train.gold.bea19_013599,I screamed and it started to bleed really much .,I screamed and it started to bleed really heavily .
ABC.train.gold.bea19_013600,My fingers were almost cut so my dad wrapped my fingers in bandage and we drove to the doctor as fast as we could .,"My fingers were almost cut off , so my dad wrapped my fingers in a bandage and we drove to the doctor as fast as we could ."
ABC.train.gold.bea19_013601,They had to sew my finger but in the end everything went fine .,"They had to sew my finger , but in the end , everything went fine ."
ABC.train.gold.bea19_013602,And today I got normal fingers .,And today I have got normal fingers .
ABC.train.gold.bea19_013603,I like animals very much and I want to become a vet when I get older . I have got a lot of animals in my life .,I like animals very much and I want to become a vet when I get older . I have got a lot of animals in my life .
ABC.train.gold.bea19_013604,"Three words who describe me best : committed , animal lover , loyal friend","Three words that describe me best : committed , animal lover , loyal friend ."
ABC.train.gold.bea19_013605,That was the most important fact about me .,These are the most important facts about me .
ABC.train.gold.bea19_013606,Emma Öberg 7A3,Emma Öberg 7A3
ABC.train.gold.bea19_013607,I live in Camden .,I live in Camden .
ABC.train.gold.bea19_013608,"In camden every block counts with three or four containers to recycle paper , plastic , glass and old clothes .","In Camden , every block has three or four containers to recycle paper , plastic , glass and old clothes ."
ABC.train.gold.bea19_013609,"Also , every flat or house has a recycling bag to recycle paper and a plastic container to recycle organic waste .","Also , every flat or house has a recycling bag to recycle paper and a plastic container to recycle organic waste ."
ABC.train.gold.bea19_013610,"The council recollects , once a week , door to door paper and organic waste .","The council collects , once a week , door to door , paper and organic waste ."
ABC.train.gold.bea19_013611,There has been an extensive campaign to limit the amount of water used to water plants and to wash cars .,There has been an extensive campaign to limit the amount of water used to water plants and to wash cars .
ABC.train.gold.bea19_013612,"What is more , people are encouraged to collect rain water to use in these activities .","What is more , people are encouraged to collect rain water to use for these activities ."
