sentence_id,source,reference
A.train.gold.bea19_002766,"At the late night in Hongdae , lots of people drink with their friends and walk around on the street with in drunken condition themselves .","Late at night in Hongdae , lots of people drink with their friends and walk around the streets in a drunken condition ."
ABC.train.gold.bea19_032502,It lets you know that summer is near and so is summer vacation .,It lets you know that summer is near and so is summer vacation .
ABC.train.gold.bea19_012764,""" I am thinking about retirement since 2007 . I have been lucky because I injured , I got better "" , said Duque during the press conference of the World Series that this year will end up in Mexico on 17th and 18th October , after the competition of Bilbao ( Spain ) .",""" I have been thinking about retirement since 2007 . I have been lucky because I was injured and I got better "" , said Duque during the press conference of the World Series that , this year , will end up in Mexico on 17th and 18th October , after the competition in Bilbao ( Spain ) ."
B.train.gold.bea19_012037,"If they are good quality sheets or partially damaged , but still in good condition , they will be packaged and dispatched .","If they are good quality sheets or partially damaged but still in good condition , they will be packaged and dispatched ."
ABC.train.gold.bea19_000093,There was too hot .,It was too hot there .
ABC.train.gold.bea19_000921,"When I went back , a policeman asked him not to smoke , so he was angry during the whole flight .","When I went back , a policeman asked him not to smoke , so he was angry for the whole flight ."
ABC.train.gold.bea19_024808,"They even have a football stadium , so if you want to do that as well , let me know .","They even have a football stadium , so if you want to do that as well , let me know ."
B.train.gold.bea19_010779,"Last week , I went to Barcelona with my sister , Caroline , she had to take an exam .","Last week , I went to Barcelona with my sister , Caroline . She had to take an exam ."
ABC.train.gold.bea19_002786,I lived since two years in England and I speak English .,I have lived for two years in England and I speak English .
A.train.gold.bea19_000185,I was n't satisfied with your behavior .,I was n't satisfied with your behavior .
A.train.gold.bea19_009684,Why I enjoy my favouite sport ?,Why do I enjoy my favourite sport ?
ABC.train.gold.bea19_024205,"Away from busy and noisy roads , the beautiful old inner city reflects what Brussels really was for centuries ; small but cosy cobblestone streets flanked by small houess and shops in light colours and old - fashioned roofs .","Away from busy and noisy roads , the beautiful old inner city reflects what Brussels really was for centuries ; small but cosy cobblestone streets flanked by small houses and shops in light colours and with old - fashioned roofs ."
ABC.train.gold.bea19_013781,"Leia is 6,5 months old and Ebba is 9 years old .",Leia is 6.5 months old and Ebba is 9 years old .
C.train.gold.bea19_008368,"You will find there a parking area and some ball courts , and on further exploration , just after the courts & walking towards that famous bridge that you can now see much better , a restaurant .","There you will find a parking area and some basketball courts , and on further exploration , just after the basketball courts & walking towards that famous bridge that you can now see much better , a restaurant ."
ABC.train.gold.bea19_013311,What I disagree about this video is because he is generalizing too much .,What I disagree with in this video is that he generalizes too much .
C.train.gold.bea19_001538,"In my opinion , the exchange of thoughts and views between all these brilliant people is exactly where a totally new and creative idea will spark .","In my opinion , the exchange of thoughts and views between all these brilliant people is exactly where a totally new and creative idea will be sparked ."
ABC.train.gold.bea19_004645,you can improve it running with the ball and gradually you will improve your ball control .,"You can improve it by running with the ball and , gradually , you will improve your ball control ."
ABC.train.gold.bea19_027125,Joey is an actor and he is always making auditions without success .,Joey is an actor and he is always having auditions but without success .
ABC.train.gold.bea19_027099,"When I 'm able to , I go swimming twice a week for two hours each .","When I 'm able to , I go swimming twice a week for two hours each ."
C.train.gold.bea19_002445,Nowadays environmental pollution is also important that 's why public transport should be promoted as environmentally friendly way of transport .,"Nowadays , environmental pollution is also important . That 's why public transport should be promoted as an environmentally friendly means of transport ."
ABC.train.gold.bea19_033083,"Dear Sir or Madam ,","Dear Sir or Madam ,"
ABC.train.gold.bea19_032486,"Stepping through the crisp autumn leaves , Alison could hear them crackling and crunching under her feet , filling the night with sounds from the past .","Stepping through the crisp autumn leaves , Alison could hear them crackling and crunching under her feet , filling the night with sounds from the past ."
C.train.gold.bea19_010088,"The actress who plays Suleyman 's wife , Hurrem is none other than Meryem Uzerli .","The actress who plays Suleyman 's wife , Hurrem , is none other than Meryem Uzerli ."
A.train.gold.bea19_003573,"In the following paragraphs , I present my view in this controversial issue .","In the following paragraphs , I present my view on this controversial issue ."
A.train.gold.bea19_008872,How are you ?,How are you ?
ABC.train.gold.bea19_001051,and the second one is that fashion or style of young people who do n't like more go somewhere using a car than bike .,and the second one is the fashion or style of young people who do n't like going somewhere using a car rather than a bike .
ABC.train.gold.bea19_014362,I went with her and I waited for her the whole lesson .,I went with her and I waited for her the whole lesson .
A.train.gold.bea19_003088,Dear Paul,Dear Paul
C.train.gold.bea19_008643,"Mass shooting , bombs , hacking into security system can happen any time , any day .","Mass shootings , bombs , hacking into security systems can happen any time , any day ."
C.train.gold.bea19_008035,"Red is matter , brutal and heavy and always the colour which must be fought and vanquished by the other two . ""","Red is matter , brutal and heavy and always the colour which must be fought and vanquished by the other two . """
C.train.gold.bea19_006575,It seems to me that the following definitions show an overall context of what is cultural literacy .,It seems to me that the following definitions show an overall context of what cultural literacy is .
C.train.gold.bea19_002752,Dear Mr./Ms .,Dear Sir / Madam
B.train.gold.bea19_011879,Personal experiences,Personal experiences
ABC.train.gold.bea19_021927,"However , because of the increasing standard of living , a growing number of people have chosen to travel which has brought a heavy pressure of transportation .","However , because of the increasing standard of living , a growing number of people have chosen to travel , which has put heavy pressure on transportation ."
B.train.gold.bea19_001043,"There are different number of residents in different states , but it uses the states to represent the residents . I do not think the election is fair enough for the US to ask for "" real democracy "" for Hong Kong .","There are different numbers of residents in different states , but it uses the states to represent the residents . I do not think the election is fair enough for the US to ask for "" real democracy "" for Hong Kong ."
ABC.train.gold.bea19_001428,If somebody says that there is no future for public transport i mind immediately . today there are too many vehicles in our streets .,"If somebody says that there is no future for public transport , I mind immediately . Today there are too many vehicles on our streets ."
C.train.gold.bea19_001313,"I think that , as Robert once recommended , we should discuss the whole spectrum of our cooperation , not just the seminars , define the feasible components and have a WJC - WO MOU on such subject signed .","I think that , as Robert once recommended , we should discuss the whole spectrum of our cooperation , not just the seminars , define the feasible components , and have a WJC - WO MOU on such subject signed ."
ABC.train.gold.bea19_018089,Another way to encourage students to find the perfect job would be courses and qualification .,Another way to encourage students to find the perfect job would be courses and qualifications .
C.train.gold.bea19_007725,Travelling on a boat for sure is a great adventure .,Travelling on a boat is a great adventure for sure .
ABC.train.gold.bea19_017950,"For instance , I hope I will be able to get to know everything about recycling rubbish and economizing energy .","For instance , I hope I will be able to get to know everything about recycling rubbish and saving energy ."
B.train.gold.bea19_002646,What can it be ?,What could it be ?
ABC.train.gold.bea19_007944,"It 's obvious that nowadays is really different from 50 years ago , so we can predict that the people 's lives will change dramatically in the next 50 years .","It 's obvious that life nowadays is really different from 50 years ago , so we can predict that people 's lives will change dramatically in the next 50 years ."
ABC.train.gold.bea19_014863,The man was so far from her that she had to run very fast towards him .,The man was so far from her that she had to run very fast towards him .
A.train.gold.bea19_004264,Public transport is not convenient for most of the people because every person wants to reach on time at his place but using public transport it is very difficult to reach on time .,"Public transport is not convenient for most the people because every person wants to arrive at his destination on time , but when using public transport it is very difficult to arrive on time ."
C.train.gold.bea19_002303,"In fact , although they are famous , they are people too , which means that they should be free to do whatever they like in their free time .","In fact , although they are famous , they are people too , which means that they should be free to do whatever they like in their free time ."
B.train.gold.bea19_008598,"The most important thing that ya person should know about this game is that a lot of intelligence is requested because you must know how to reach how to get nearer to make their aim become reality , and that one is that the team should score as much as they can to win the match and have fun .","The most important thing that a person should know about this game is that a lot of intelligence is required , because you must know how to reach , how to get nearer to making your aim become reality , and that is that the team should score as often as they can to win the match and have fun ."
ABC.train.gold.bea19_003237,"I have just read , that you need reviews of soaps opera .",I have just read that you need reviews of soap operas .
ABC.train.gold.bea19_003065,Thank you very much for your last letter .,Thank you very much for your last letter .
ABC.train.gold.bea19_025168,"She starts to work for Mister Frederico , a young and wealthy man who has three brothers to take care .","She starts to work for Mister Frederico , a young and wealthy man who has three brothers to take care of ."
ABCN.dev.gold.bea19_001657,"However , the government and the local councils of big cities such as Madrid or Valencia , are trying their best to promote this movement because they consider it a way of development .","However , the government and the local councils of big cities such as Madrid or Valencia are trying their best to promote this movement because they consider it a way of developing ."
A.train.gold.bea19_003876,"Dear Sir or Madam ,","Dear Sir or Madam ,"
ABC.train.gold.bea19_022766,"while designing fun activities , the camp workers have to take in concerns the safety level for these activities , the possible harm and the protection and treatment supplies that might be needed .","While designing fun activities , the camp workers have to take into account the safety level of those activities , the possible harm and the protection and treatment supplies that might be needed ."
ABC.train.gold.bea19_031915,"Thus , more and more people , when buying a new car , also consider its environmental friendliness and the possible impact on the community .","Thus , more and more people , when buying a new car , also consider its environment friendliness and the possible impact on the community ."
ABC.train.gold.bea19_000985,"So If we have our car , it is much easier than using transport .","So , If we have our own car , it is much easier than using public transport ."
ABC.train.gold.bea19_022643,"As a result , I think more people will prefer to take public transport rather than driving due to the high price of the oil .","As a result , I think more people will prefer to take public transport rather than driving due to the high price of petrol ."
ABC.train.gold.bea19_033920,"Old local buildings often do not provide opportunities to make any money , they only cost town planners a lot of money because they probably need to be renovated .",Old buildings often do not provide opportunities to make any money . They only cost town planners a lot of money because they probably need to be renovated .
ABC.train.gold.bea19_012226,"An inner electronic system would compose the whole house ; it would include small devices of wave reception connected , in every side of house , to a gum headband whose function would be to identify the neuronal stimuli and to convert them on radiowaves .","An inner electronic system would compose the whole house ; it would include small devices of wave reception connected , on every side of the house , to a gum headband whose function would be to identify neural stimuli and to convert them into radio waves ."
C.train.gold.bea19_007073,"Owing to this state of constant stress , many of them are bound to have alcoholism problems , drug - addiction and depression .","Owing to this state of constant stress , many of them are bound to have alcoholism problems , drug - addiction and depression ."
C.train.gold.bea19_009879,The reason for the laziness is that the work of the house will be done by robots .,The reason for the laziness is that the housework will be done by robots .
B.train.gold.bea19_011845,"I always stay home and take care of them , I invent games for them to have fun and they also can learn with them , sometimes I take them to the sports club I work on , I 'm a swimming teacher and on my freetimes on the afternoon I 'm with them in the pool having fun , playing and teaching them to swim .","I always stay home and take care of them . I invent games for them to have fun and they also can learn with them . Sometimes I take them to the sports club I work at . I 'm a swimming teacher and in my free time in the afternoon , I 'm with them in the pool having fun , playing and teaching them to swim ."
ABC.train.gold.bea19_030325,"The best manufacturers of clothes , linnen , accessories have their shops there . Jewellery and watch shops can also be found nearby .","The best manufacturers of clothes , linen , accessories have their shops there . Jewellery and watch shops can also be found nearby ."
B.train.gold.bea19_004195,They are simply too expensive .,They are simply too expensive .
ABC.train.gold.bea19_020312,The first accurate translation of Hamlet from the original is published in 1828 .,The first accurate translation of Hamlet from the original was published in 1828 .
A.train.gold.bea19_003998,"Everyday , sweepers clean the Caceres street and the people teach their children that the rubbish do n't throw in the street .","Every day , sweepers clean the Caceres streets and people teach their children that rubbish must n't be thrown away in the street ."
ABC.train.gold.bea19_013450,"However , that is really close to change by Google 's Self - Drive Car which is a new technology able to drive our car to any destination without humane intervention .","However , that is really close to being changed by Google 's Self - Drive Car , which is a new technology able to drive a car to any destination without human intervention ."
A.dev.gold.bea19_000544,"But choosing the second education is very important step , which need serious attitude .","But choosing further education is a very important step , which needs a serious attitude ."
ABC.train.gold.bea19_019871,"The first thing I learnt was that we are destroying the Earth and , especially , the oceans .","The first thing I learnt was that we are destroying the Earth and , especially , the oceans ."
C.train.gold.bea19_002318,I now feel complete .,I now feel complete .
ABC.train.gold.bea19_026076,Television is not an issue of general consensus .,Television is not an issue of general consensus .
B.train.gold.bea19_010970,"Some people say that public transport have no future , they might be right .",Some people say that public transport has no future . They might be right .
B.train.gold.bea19_011207,Yuki,Yuki
ABC.train.gold.bea19_033396,As soon as the man explained everything to us we realised that we had mistaken car keys in the restaurant because both of them were exactly alike .,As soon as the man explained everything to us we realised that we had mixed up car keys in the restaurant because both of them were exactly alike .
ABC.train.gold.bea19_012855,"To conclude , I hope my advice should be helpful to new starters of the sport .","To conclude , I hope my advice will be helpful for new beginners in this sport ."
ABC.train.gold.bea19_019699,"Wearing any kind of clothes have an effect on you , and obviously on your image .","Wearing any kind of clothes has an effect on you , and obviously on your image ."
B.dev.gold.bea19_000689,It is because our friendship is more rugged .,It is because our friendship is more rugged .
B.train.gold.bea19_002363,One of my favourite restaurants is one located in a delightful town called Ubeda .,One of my favourite restaurants is one located in a delightful town called Ubeda .
B.train.gold.bea19_013025,Swimming includes all these abilities .,Swimming includes all these abilities .
A.train.gold.bea19_005771,"In my opinion , public transport will still exist in the society .","In my opinion , public transport will still exist in society ."
B.train.gold.bea19_008760,"Since I want to spend a night with my partner at your hotel at the end of December , I need a confirmation on your part of providing the room at that time .","Since I want to spend a night with my partner at your hotel at the end of December , I need a confirmation on your part of providing a room at that time ."
ABC.train.gold.bea19_019892,"In addition , your proposal to provide additional equipment for the gym and a wide screen TV for the snack bar did not get applause in our home .","In addition , your proposal to provide additional equipment for the gym and a widescreen TV for the snack bar did not get applause in our home ."
B.train.gold.bea19_001425,"In addition to the convenience of public transport , the fare is much cheaper compare of driving a car .","In addition to the convenience of public transport , the fares are much cheaper compared with driving a car ."
C.train.gold.bea19_001684,Thank you so much for your consideration ; I look forward to hearing from you .,Thank you so much for your consideration ; I look forward to hearing from you .
A.train.gold.bea19_001954,"However from now one we can buying what we really need , on the other hand this shopping may help a lot of people get back working again .","However , from now on , we can buy what we really need . On the other hand , this shopping centre may help a lot of people get back to working again ."
B.dev.gold.bea19_001140,"If I was having a day off to go to a doctor , I would prefer other people from asking details about it by say that I just had some errands to run .","If I was having a day off to go to the doctor 's , I would prevent other people asking for details about it by saying that I just had some errands to run ."
ABC.train.gold.bea19_003650,Ritesh,Ritesh
ABC.train.gold.bea19_010750,"We ca n't avoid electromagnetic waves around , although we were living in the country or far from the industries .","We ca n't avoid electromagnetic waves around us , even if we are living in the country or far from the factories ."
C.train.gold.bea19_006364,I look forward to your positive response .,I look forward to your positive response .
ABC.train.gold.bea19_009703,This girl is an acquantance him .,This girl was an acquaintance of his .
ABC.train.gold.bea19_020687,"Recently , more and more airplane accidents occur .","Recently , more and more airplane accidents occur ."
ABC.train.gold.bea19_028010,"One of them , the most famous and the most used , is Facebook .","One of them , the most famous and the most used , is Facebook ."
ABC.train.gold.bea19_029578,"The door was wide open , inviting him to take the offer .","The door was wide open , inviting him to take the offer ."
C.train.gold.bea19_007519,How are you doing ?,How are you doing ?
ABC.train.gold.bea19_018022,"He talks about ' musk - roses'(2:1:252 ) and ' wild thyme'(2:2:249 ) giving us this image of this beautiful land , with green grass and all sorts of flowers .","He talks about ' musk - roses'(2:1:252 ) and ' wild thyme'(2:2:249 ) giving us this image of this beautiful land , with green grass and all sorts of flowers ."
B.train.gold.bea19_012438,"The fans , supporters shout , they even cry together .","The fans shout , they even cry together ."
ABC.train.gold.bea19_021670,Dear James,Dear James
B.train.gold.bea19_002382,And that 's why I find this move so excited .,And that 's why I find this movie so exciting .
ABC.train.gold.bea19_012881,For me there is no better movie to be presented in our club .,For me there is no better movie to be presented in our club .
ABCN.dev.gold.bea19_000443,Friendship is something very important in my life .,Friendship is something very important in my life .
C.train.gold.bea19_002869,I actually had to stop the whole class and ask them to nominate one person to write for the whole group .,I actually had to stop the whole class and ask them to nominate one person to write for the whole group .
B.train.gold.bea19_000114,I would show you the restaurant where is my favorite choice .,I would show you the restaurant which is my favorite choice .
C.dev.gold.bea19_000895,"Unlike popular understandings of History ( and even presumably scientific ones , I must say ) , History is not an unstoppable march towards "" progress "" , whatever that word means .","Unlike popular understandings of History ( and even presumably scientific ones , I must say ) , History is not an unstoppable march towards "" progress "" , whatever that word means ."
ABC.train.gold.bea19_009056,"Few mounts ago I read Miserable by Victor Hugo , I read this book when I was in high school but I haven't think on the subject .","A few months ago , I read Les Miserables , by Victor Hugo . I read this book when I was in high school , but I did n't think about the subject ."
ABC.train.gold.bea19_019454,"As the production of cars is increased , it seems that the needs for public transportation is declined .","As the production of cars has increased , it seems that the need for public transportation has declined ."
ABC.train.gold.bea19_019910,He surfs three or four hours each day .,He surfs three or four hours each day .
ABC.train.gold.bea19_008683,Marta,Marta
C.train.gold.bea19_005038,They meet by chance and started a tortuous relationship as friends .,They meet by chance and start a tortuous relationship as friends .
ABC.train.gold.bea19_010397,I am waiting for a final of this game .,I am waiting for the final of this game .
A.train.gold.bea19_009543,He has a short light brown her and black Eyes .He has a light beard .,"He has short , light - brown hair and dark eyes . He has a light beard ."
C.train.gold.bea19_004787,"This time , you are on your own .","This time , you are on your own ."
C.dev.gold.bea19_000577,It felt so good when I saw that my mother had n't forgotten me .,It felt so good when I saw that my mother had n't forgotten me .
B.train.gold.bea19_005791,Another point that is worth mentioning is that pets can be considered as human friends .,Another point that is worth mentioning is that pets can be considered like human friends .
B.train.gold.bea19_006811,Michael closed the door and knew at that moment he had made a mistake .,Michael closed the door and knew at that moment he had made a mistake .
ABC.train.gold.bea19_015159,"Yours faithfully ,","Yours faithfully ,"
ABC.train.gold.bea19_027371,"I do not blame anyone for this , because I know , this heart of mine seems to just fall in love a little too fast and easily .","I do not blame anyone for this , because I know , this heart of mine seems to just fall in love a little too fast and easily ."
ABC.train.gold.bea19_014682,"Yet , it has still not been built .","Yet , it has still not been built ."
ABC.train.gold.bea19_002513,Cause all these reasons I believe the transport will have big future .,"Because of all these reasons , I believe transport will have a bright future ."
ABC.train.gold.bea19_016593,I think I will really like it here .,I think I will really like it here .
B.train.gold.bea19_011385,"As an independent learner , it is my sole responsibility to autonomic learning , which is a very important factor in future passing EAP1 successfully , as well as giving me an advantage in terms of coping with the challenges of future Bachelor of Nursing in Australia .","As an independent learner , it is my sole responsibility to autonomously learn , which will be a very important factor in future for passing EAP1 successfully , as well as giving me an advantage in terms of coping with the challenges of my future Bachelor of Nursing in Australia ."
C.train.gold.bea19_007538,"Remember , I told you about it last time , when we met Jenny .","Remember , I told you about it last time , when we met Jenny ."
B.train.gold.bea19_004184,"Dear Chairman ,","Dear Chairman ,"
A.train.gold.bea19_006181,"Human beings have destroyed our environment along the time and now , the earth is in danger .","Human beings have destroyed our environment over time , and now the earth is in danger ."
A.train.gold.bea19_003654,"I have studied this exam not at all and I have got a very limited time , around 3months , before the last test so I would like to begin as soon as possible .","I haven't studied for this exam at all and I have got very limited time , around 3 months , before the next test , so I would like to begin as soon as possible ."
ABC.train.gold.bea19_024746,"It directly depends on the city in which you live but , as time goes by , public transport becomes more and more necessary .","It directly depends on the city in which you live but , as time goes by , public transport becomes more and more necessary ."
ABC.train.gold.bea19_026919,She could n't help staring and realised his eyes were not the shade of any typical blue .,She could n't help staring and realised his eyes were not the shade of any typical blue .
C.dev.gold.bea19_000408,Another advantage is that developing natural gas industry equals new jobs what is profitable for people living in whereabouts .,"Another advantage is that a developing natural gas industry equals new jobs , which is profitable for people living in the area ."
ABCN.dev.gold.bea19_001117,He thought it was her fault that she has lost their little human .,He thought it was her fault that she had lost their little human .
A.dev.gold.bea19_000525,The vandalisme in patras has increased a lot .,The vandalism in Patras has increased a lot .
C.train.gold.bea19_007988,So he is thoughtful .,"So , he is thoughtful ."
ABC.train.gold.bea19_027852,"I must have seem cruel to him because , despite our daily disagreements , he adored me and was serious about settling down soon .","I must have seemed cruel to him because , despite our daily disagreements , he adored me and was serious about settling down soon ."
ABC.train.gold.bea19_007184,"hello John good days and what we need to , do this delicious cake is : eggs , flour , yeast , sugar , and flavor of the cake that we want such as chocolate , vanilla , fruit","hello John good days and what we need to make this delicious cake is : eggs , flour , yeast , sugar , and the flavoring for the cake that we want , such as chocolate , vanilla , fruit ."
ABC.train.gold.bea19_006671,When I went to karate I 'm not even sick .,When I go to karate I 'm not even sick .
B.dev.gold.bea19_000811,There you can get to the underground station and travel to the centre of Prague .,There you can get to the underground station and travel to the centre of Prague .
ABC.train.gold.bea19_002383,Welcome in this town .,Welcome to this town .
C.train.gold.bea19_008615,One of my favourite is eatwith.com .,One of my favourite is eatwith.com .
C.train.gold.bea19_001760,A balancing act,A balancing act
C.train.gold.bea19_001049,"They had a lot of things in common , they liked the same kind of music , the same kind of food and they both liked to read about fantasies and comics .","They had a lot of things in common , they liked the same kind of music , the same kind of food and they both liked to read fantasies and comics ."
B.train.gold.bea19_007233,We are used to just turn the lights or air - conditioning on when we do n't really need it .,We are used to just turning the lights or air - conditioning on when we do n't really need them .
ABC.train.gold.bea19_006950,If you starting this sport you need to think it 's funny to play it .,"If you are starting this sport , you need to think it 's fun to play it ."
B.train.gold.bea19_008079,Another reason for being a graduate school student can learn more practical knowledge which can be applied in future 's career .,Another reason for being a graduate school student is to learn more practical knowledge which can be applied in my future career .
A.train.gold.bea19_001274,"I am your new student , Zhen Xuan Wang .","I am your new student , Zhen Xuan Wang ."
ABC.train.gold.bea19_027991,I 'm glad to hear that you 've decided to take part in an organisation of this month 's concert .,I 'm glad to hear that you 've decided to take part in the organisation of this month 's concert .
B.train.gold.bea19_003652,"Being sad and sorry will destroy your life , because you will not be able to work , eat and live in a good way .","Being sad and sorry will destroy your life , because you will not be able to work , eat and live in a good way ."
ABC.train.gold.bea19_013028,The students were a bit doubting but agreed on the fact that people who have stylish clothes are usually the most popular .,The students were a bit uncertain but agreed on the fact that people who have stylish clothes are usually the most popular .
C.train.gold.bea19_002682,"Due to the surgery Mr Sharma is in supine position , but this position reduces his oxygenation ( Snowball , 2012 ) , and also can impede the air passage that is related to the anaesthesia effect , where the tongue and the lower jaw fall backward .","Due to the surgery , Mr Sharma is in a supine position , but this position reduces his oxygenation ( Snowball , 2012 ) , and can also impede the air passage , This is related to the anaesthesia effect , where the tongue and the lower jaw fall backward ."
C.dev.gold.bea19_000791,"After choosing , a bottle of fresh water was served , again , for free .","After choosing , a bottle of fresh water was served , again , for free ."
ABC.train.gold.bea19_020856,"On the one hand , overspending money .","Also , overspending ."
A.train.gold.bea19_007828,But insurance is also necessity and invetable for peace of mind .It gives us surety to live life securely .,But insurance is also a necessity and indispensable for peace of mind . It gives us surety to live life securely .
ABC.train.gold.bea19_032335,Please find attached my Curriculum Vitae for your review .,Please find attached my Curriculum Vitae for your review .
ABC.train.gold.bea19_019803,"So yes , I recommend you to carry on with your music classes but if you prefer to do sports I will support you also .","So , yes , I recommend you to carry on with your music classes , but if you prefer to do sports , I will support you also ."
B.train.gold.bea19_005305,"I usually wake up at around nine O Clock in the morning and spend the day by reading newspapers , books , and also digitalize some video tapes .","I usually woke up at around nine o'clock in the morning and spent the day reading newspapers and books , and also digitalized some video tapes ."
A.train.gold.bea19_009500,I do not have experience working in the kitchen .,I do not have experience working in a kitchen .
C.train.gold.bea19_007945,"He can remember his name , Thomas , but that 's all he can remember : everything importanthas been wiped clean .","He can remember his name , Thomas , but that 's all he can remember : everything important has been wiped clean ."
C.train.gold.bea19_004106,"Lastly , adults can set an example for younger people .","Lastly , adults can set an example for younger people ."
ABC.train.gold.bea19_019702,"For example , some people design their own clothes and they sew it too .","For example , some people design their own clothes and they sew them too ."
C.train.gold.bea19_004390,"40% of the girls read books several hours a day , while 13% of the male students do n't read in their free time at all .","40% of the girls read books for several hours a day , while 13% of the male students do n't read in their free time at all ."
B.train.gold.bea19_000211,In my opinion I think that the love story is enclosed to explain better the sinking .,I think that the love story is included to explain the sinking better .
A.train.gold.bea19_005726,"Several hours later , he found an open sweet shop and he bought some bonbons for her .","Several hours later , he found an open sweet shop and he bought some bonbons for her ."
C.train.gold.bea19_008448,"Built by using the most modern technology , full of the latest inventions which man can create ?","Built using the most modern technology , full of the latest inventions which man can create ?"
B.train.gold.bea19_001159,"Could they hear my old mind working to guide them , lead them and TREND them and get up out this damn wheelchair and take them by the hand .","Could they hear my old mind working to guide them , lead them and TREND them and get up out of this damn wheelchair and take them by the hand ."
ABCN.dev.gold.bea19_002622,Also I 'm preparing materials for the next publication .,"Also , I 'm preparing materials for the next publication ."
ABC.train.gold.bea19_028572,"So , naturally , about half of the teenagers and young adults prefer rock and roll , hard rock and progressive rock to other genres .","So , naturally , about half of the teenagers and young adults prefer rock and roll , hard rock and progressive rock to other genres ."
B.train.gold.bea19_007314,Hope we 'll have fantastic holiday together !,Hope we 'll have a fantastic holiday together !
ABC.train.gold.bea19_001738,In my opinion this gives a good example of the involness of the local government .,"In my opinion , this gives a good example of the involvement of the local government ."
ABCN.dev.gold.bea19_000238,"There are orange trees , a large lake and Etna in background .","There are orange trees , a large lake and Etna in the background ."
ABC.train.gold.bea19_010749,"First of all the environment is contaminated and these substances get to us by water , air , food ... also the clothes .","First of all , the environment is contaminated and these substances get to us by water , air , food ... also clothes ."
B.train.gold.bea19_002859,He realizes crazy dog killed an innocent man named Joe Mendez last year but his body was not found .,"He realizes Crazy Dog killed an innocent man named Joe Mendez last year , but his body was not found ."
B.train.gold.bea19_006193,"Therefore , I plan to maximize my previous experience with knowledge of psychology , skill of product development design to pursue graduate studies , and build up my ability in the Master of Fine Arts program in Fashion merchandising at Academy of Art University .","Therefore , I plan to maximize my previous experience with knowledge of psychology , product development skills and design , to pursue graduate studies , and build up my ability in the Master of Fine Arts program in fashion merchandising at Academy of Art University ."
ABC.train.gold.bea19_020353,"Conversely , with the latest medical discoveries , doctors are able to treat many of the world 's diseases .","Conversely , with the latest medical discoveries , doctors are able to treat many of the world 's diseases ."
B.train.gold.bea19_012588,"Everything is going forward , so everything will be changed .","Everything is going forward , so everything will be changed ."
A.train.gold.bea19_001706,Speaking about reading .,Speaking about reading .
C.train.gold.bea19_010390,"There are more than 200 old , abandoned , local buildings in our capital city .","There are more than 200 old , abandoned , buildings in our capital city ."
B.dev.gold.bea19_000888,"You need a good pair of shoes , a tennis racket and some balls and person who play with .","You need a good pair of shoes , a tennis racket and some balls and a person to play with ."
ABC.train.gold.bea19_012384,"There are also places where peolpe can buy the typical clothes , dark dresses for women or a ' tango hat ' for man .",There are also places where people can buy the typical clothes ; dark dresses for women or a ' tango hat ' for men .
ABCN.dev.gold.bea19_000075,He got so mad that he asked her to get out of his apartment .,He got so mad that he asked her to get out of his apartment .
B.train.gold.bea19_007343,"Dear Mikel ,","Dear Mikel ,"
ABC.train.gold.bea19_002638,Will you help me ?,Will you help me ?
ABC.train.gold.bea19_011321,"In some place , you will find difficulty in finding it .","In some places , you will have difficulty finding it ."
C.train.gold.bea19_004813,It shows that ethnic minority people can integrate with the majority Caucasian people without losing their cultural and traditional values .,It shows that ethnic minority people can integrate with the majority Caucasian people without losing their cultural and traditional values .
C.train.gold.bea19_007173,"Hence , the municipal board decided to invite the developers as well in the meeting that was scheduled in a weeks time .","Hence , the municipal board decided to invite the developers to the meeting that was scheduled for a weeks ' time ."
C.train.gold.bea19_000241,"Four and five stars hotels are located in the main area , but smaller hotels and a youth hostel are also available to families .","Four and five star hotels are located in the main area , but smaller hotels and a youth hostel are also available for families ."
ABC.train.gold.bea19_002971,"I have other qualities like , cooking like super chef or even better than that , I am the person more organizated in this country , and I love to work with children because it is a form to teach everything you know to other people and help to improve like person .","I have other qualities like , cooking like a super chef or even better than that . I am the most organized person in this country , and I love to work with children because it is a way to teach everything you know to other people and help them to improve as a person ."
ABC.train.gold.bea19_005133,So we need to stand together .,So we need to stand together .
B.train.gold.bea19_001552,"Generally speaking , cars generates more pollution than any public transport .","Generally speaking , cars generate more pollution than any public transport ."
B.dev.gold.bea19_000208,"Love ,","Love ,"
ABC.train.gold.bea19_028824,She was around fifty years old and rather unattractive although smartly dressed .,She was around fifty years old and rather unattractive although smartly dressed .
ABC.train.gold.bea19_025585,Travelling by car is great .,Travelling by car is great .
B.train.gold.bea19_011168,Dream walked towards me and said do you know how to satisfy a lady .,"Dream walked towards me and said "" Do you know how to satisfy a lady ?"
C.dev.gold.bea19_000110,"Due to Puerquitour is something to share , the second day we shared it with Diana , one of my friends from Vancouver .","Because Puerquitour is something to share , the second day we shared it with Diana , one of my friends from Vancouver ."
C.train.gold.bea19_007743,USA SUMMER CAMPS APPLICATION .,USA SUMMER CAMPS APPLICATION .
A.train.gold.bea19_008919,"Oh , cool ! I haven't watched BH6 yet u.u","Oh , cool ! I haven't watched BH6 yet u.u"
A.train.gold.bea19_000366,There are so many temples here .,There are so many temples here .
