condition,role,sent_idx,source_sentence,o_start,o_end,error_type,correction,required
baseline,system,2215,"My school friends and me went to Dominican Republic, it's a Caribbean country with amazing beaches.",4,5,R:PRON,I,REQUIRED
baseline,system,2215,"My school friends and me went to Dominican Republic, it's a Caribbean country with amazing beaches.",7,7,M:DET,the,REQUIRED
baseline,system,2215,"My school friends and me went to Dominican Republic, it's a Caribbean country with amazing beaches.",8,9,R:NOUN,Republic;,REQUIRED
baseline,system,2216,I recommend you not to take warm clothes.,2,2,M:PREP,that,REQUIRED
baseline,system,2216,I recommend you not to take warm clothes.,4,5,U:VERB:FORM,,REQUIRED
baseline,system,2217,Juan,0,1,R:NOUN,Juan.,REQUIRED
baseline,system,2218,Otherwise it is a sport where you do not have contact with your friends what helps not to make injuries.,0,1,R:OTHER,"Otherwise,",REQUIRED
baseline,system,2218,Otherwise it is a sport where you do not have contact with your friends what helps not to make injuries.,13,14,R:NOUN,"friends,",REQUIRED
baseline,system,2218,Otherwise it is a sport where you do not have contact with your friends what helps not to make injuries.,14,15,R:PRON,which,REQUIRED
baseline,system,2218,Otherwise it is a sport where you do not have contact with your friends what helps not to make injuries.,16,17,U:ADV,,REQUIRED
baseline,system,2218,Otherwise it is a sport where you do not have contact with your friends what helps not to make injuries.,18,19,R:VERB,prevent,REQUIRED
baseline,system,2220,Firstly public transport is useful for people that can not afford a car and their work is far away from where they live.,0,1,R:OTHER,"Firstly,",REQUIRED
baseline,system,2220,Firstly public transport is useful for people that can not afford a car and their work is far away from where they live.,7,8,R:PRON,who,REQUIRED
baseline,system,2220,Firstly public transport is useful for people that can not afford a car and their work is far away from where they live.,8,10,R:ORTH,cannot,REQUIRED
baseline,system,2220,Firstly public transport is useful for people that can not afford a car and their work is far away from where they live.,14,15,R:DET,whose,REQUIRED
baseline,system,2222,Thanks for all and I want my money back if I not yet get my cpu.,2,3,R:OTHER,"everything,",REQUIRED
baseline,system,2222,Thanks for all and I want my money back if I not yet get my cpu.,11,11,M:VERB:TENSE,do,REQUIRED
baseline,system,2222,Thanks for all and I want my money back if I not yet get my cpu.,12,13,U:ADV,,REQUIRED
baseline,system,2222,Thanks for all and I want my money back if I not yet get my cpu.,15,16,R:NOUN,CPU yet.,REQUIRED
baseline,system,2223,Strongest allegation on the Jirga system or'informal justice system'has been its unfairness against innocents during the course of decisions and execution on variety of its rules and regulations.,0,1,M:DET,The strongest,REQUIRED
baseline,system,2223,Strongest allegation on the Jirga system or'informal justice system'has been its unfairness against innocents during the course of decisions and execution on variety of its rules and regulations.,2,3,R:PREP,against,REQUIRED
baseline,system,2223,Strongest allegation on the Jirga system or'informal justice system'has been its unfairness against innocents during the course of decisions and execution on variety of its rules and regulations.,5,6,R:NOUN,"system,",REQUIRED
baseline,system,2223,Strongest allegation on the Jirga system or'informal justice system'has been its unfairness against innocents during the course of decisions and execution on variety of its rules and regulations.,8,9,R:NOUN,"system,'has",REQUIRED
baseline,system,2223,Strongest allegation on the Jirga system or'informal justice system'has been its unfairness against innocents during the course of decisions and execution on variety of its rules and regulations.,12,13,R:PREP,towards,REQUIRED
baseline,system,2223,Strongest allegation on the Jirga system or'informal justice system'has been its unfairness against innocents during the course of decisions and execution on variety of its rules and regulations.,21,22,R:PREP,of,REQUIRED
baseline,system,2223,Strongest allegation on the Jirga system or'informal justice system'has been its unfairness against innocents during the course of decisions and execution on variety of its rules and regulations.,22,22,M:DET,a,REQUIRED
baseline,system,2224,"In fact, probably it was n't a significant thing for most people but it was it for her.",2,4,R:WO,it probably,REQUIRED
baseline,system,2224,"In fact, probably it was n't a significant thing for most people but it was it for her.",4,6,R:ORTH,wasn't,REQUIRED
baseline,system,2224,"In fact, probably it was n't a significant thing for most people but it was it for her.",11,12,R:OTHER,"people,",REQUIRED
baseline,system,2224,"In fact, probably it was n't a significant thing for most people but it was it for her.",15,16,U:PRON,,REQUIRED
baseline,system,2225,I opened it but there was nobody there!,2,3,R:OTHER,"it,",REQUIRED
baseline,system,2226,I think it is important to have a local supplier that can help us in particular situations like a stock failure.,10,11,R:PRON,who,REQUIRED
baseline,system,2226,I think it is important to have a local supplier that can help us in particular situations like a stock failure.,18,19,U:DET,,REQUIRED
baseline,system,2227,"For instance, monthly it is held a competition where participants have to clean and pick rubbish up from different areas of the village.",2,4,R:OTHER,a competition,REQUIRED
baseline,system,2227,"For instance, monthly it is held a competition where participants have to clean and pick rubbish up from different areas of the village.",6,8,R:OTHER,monthly,REQUIRED
baseline,system,2227,"For instance, monthly it is held a competition where participants have to clean and pick rubbish up from different areas of the village.",13,13,M:PART,up,REQUIRED
baseline,system,2227,"For instance, monthly it is held a competition where participants have to clean and pick rubbish up from different areas of the village.",15,17,R:WO,up rubbish,REQUIRED
baseline,system,2228,"I am a very well player in this, I know play it very good.",4,5,R:ADJ,good,REQUIRED
baseline,system,2228,"I am a very well player in this, I know play it very good.",6,7,R:PREP,at,REQUIRED
baseline,system,2228,"I am a very well player in this, I know play it very good.",7,8,R:OTHER,this;,REQUIRED
baseline,system,2228,"I am a very well player in this, I know play it very good.",10,10,M:OTHER,how to,REQUIRED
baseline,system,2228,"I am a very well player in this, I know play it very good.",13,14,R:NOUN,well.,REQUIRED
baseline,system,2229,"Nowadays, we already have things like smart phones, which can nearly do everything we want to.",6,8,R:ORTH,"smartphones,",REQUIRED
baseline,system,2229,"Nowadays, we already have things like smart phones, which can nearly do everything we want to.",14,15,R:VERB,want.,REQUIRED
baseline,system,2229,"Nowadays, we already have things like smart phones, which can nearly do everything we want to.",15,16,U:NOUN,,REQUIRED
baseline,system,2230,Kind regards,1,2,R:VERB,regards.,REQUIRED
baseline,system,2231,Learning English is very important by the future of all.,5,6,R:PREP,for,REQUIRED
baseline,system,2232,Can you imagine a transportation which never appears?,4,4,M:OTHER,mode of,REQUIRED
baseline,system,2232,Can you imagine a transportation which never appears?,5,6,R:DET,that,REQUIRED
baseline,system,2233,The mode of playing can be single's or double's.,6,7,R:NOUN,singles,REQUIRED
baseline,system,2233,The mode of playing can be single's or double's.,8,9,R:OTHER,doubles.,REQUIRED
baseline,system,2235,The aim of this report is to outline what are shopping facilities in our town and write some tips for tourists with different preferences.,9,12,R:WO,shopping facilities are,REQUIRED
baseline,system,2235,The aim of this report is to outline what are shopping facilities in our town and write some tips for tourists with different preferences.,16,17,R:VERB,to provide,REQUIRED
baseline,system,2236,I am free for the job from the 20 of May until the 15 of September.,8,9,R:OTHER,20th,REQUIRED
baseline,system,2236,I am free for the job from the 20 of May until the 15 of September.,13,14,R:OTHER,15th,REQUIRED
baseline,system,2237,"We visited him several times over the years, and decided to take the sweet olive tree home with us this year.",7,8,R:NOUN,years,REQUIRED
baseline,system,2238,"First of all, oil should be overcome as a source of energy.",6,7,R:VERB,replaced,REQUIRED
baseline,system,2239,"Around the Central Park, there is one of my favourite bakery:'",1,2,U:DET,,REQUIRED
baseline,system,2239,"Around the Central Park, there is one of my favourite bakery:'",9,10,R:ADJ,favorite,REQUIRED
baseline,system,2239,"Around the Central Park, there is one of my favourite bakery:'",10,11,R:NOUN,bakeries.,REQUIRED
baseline,system,2240,"Today, I would like to tell you a shocking news.",7,8,R:DET,some,REQUIRED
baseline,system,2242,"Michael has been working very hard, and just seemed to really be over whelmed by all the work he had been carrying out through the course of the month.",5,6,R:ADV,hard,REQUIRED
baseline,system,2242,"Michael has been working very hard, and just seemed to really be over whelmed by all the work he had been carrying out through the course of the month.",12,14,R:ORTH,overwhelmed,REQUIRED
baseline,system,2242,"Michael has been working very hard, and just seemed to really be over whelmed by all the work he had been carrying out through the course of the month.",23,24,R:PREP,throughout,REQUIRED
baseline,system,2243,Your consideration and acceptance of my application will be much appreciated.,9,10,R:ADV,greatly,REQUIRED
baseline,system,2244,You know how much I want to graduate in History.,9,10,R:ORTH,history.,REQUIRED
baseline,system,2245,"While some people argue that bad human nature is the reason, it is undeniable that social problems and indigence are responsible for the proliferation of wrongdoings.",25,26,R:NOUN,wrongdoing.,REQUIRED
baseline,system,2246,I completely recommend this terrific restaurant to anyone who is passionate about great food for an even better value.,14,15,R:PREP,at,REQUIRED
baseline,system,2247,Famous people definitely deserved to have a private life without journalists following them all the time.,3,4,R:VERB:TENSE,deserve,REQUIRED
baseline,system,2248,I take too much photos because you do nt visit places like that everyday.,3,4,R:ADJ,many,REQUIRED
baseline,system,2248,I take too much photos because you do nt visit places like that everyday.,8,9,R:MORPH,not,REQUIRED
baseline,system,2248,I take too much photos because you do nt visit places like that everyday.,13,14,R:ORTH,every day.,REQUIRED
baseline,system,2249,I am 32 years old and even thought I live in Brazil I have a fluent English level.,4,5,R:ADJ,"old,",REQUIRED
baseline,system,2249,I am 32 years old and even thought I live in Brazil I have a fluent English level.,7,8,R:SPELL,though,REQUIRED
baseline,system,2249,I am 32 years old and even thought I live in Brazil I have a fluent English level.,11,12,R:OTHER,"Brazil,",REQUIRED
baseline,system,2249,I am 32 years old and even thought I live in Brazil I have a fluent English level.,16,17,U:ADJ,,REQUIRED
baseline,system,2249,I am 32 years old and even thought I live in Brazil I have a fluent English level.,17,18,R:NOUN,level,REQUIRED
baseline,system,2249,I am 32 years old and even thought I live in Brazil I have a fluent English level.,18,18,M:OTHER,of English.,REQUIRED
baseline,system,2250,"In my free time I watch TV, I play PS3, I ride a bike and I sometimes play football in the""camp municipal de la mion"", and my hobby is running in the afternoon with my father. I spend money on clothes and I sometimes spend money on PS3 games but I spend some money on my bike.",3,4,R:NOUN,"time,",REQUIRED
baseline,system,2250,"In my free time I watch TV, I play PS3, I ride a bike and I sometimes play football in the""camp municipal de la mion"", and my hobby is running in the afternoon with my father. I spend money on clothes and I sometimes spend money on PS3 games but I spend some money on my bike.",7,8,U:PRON,,REQUIRED
baseline,system,2250,"In my free time I watch TV, I play PS3, I ride a bike and I sometimes play football in the""camp municipal de la mion"", and my hobby is running in the afternoon with my father. I spend money on clothes and I sometimes spend money on PS3 games but I spend some money on my bike.",10,11,U:PRON,,REQUIRED
baseline,system,2250,"In my free time I watch TV, I play PS3, I ride a bike and I sometimes play football in the""camp municipal de la mion"", and my hobby is running in the afternoon with my father. I spend money on clothes and I sometimes spend money on PS3 games but I spend some money on my bike.",13,14,R:NOUN,"bike,",REQUIRED
baseline,system,2250,"In my free time I watch TV, I play PS3, I ride a bike and I sometimes play football in the""camp municipal de la mion"", and my hobby is running in the afternoon with my father. I spend money on clothes and I sometimes spend money on PS3 games but I spend some money on my bike.",15,16,U:PRON,,REQUIRED
baseline,system,2250,"In my free time I watch TV, I play PS3, I ride a bike and I sometimes play football in the""camp municipal de la mion"", and my hobby is running in the afternoon with my father. I spend money on clothes and I sometimes spend money on PS3 games but I spend some money on my bike.",20,22,R:ORTH,"the""Camp Municipal",REQUIRED
baseline,system,2250,"In my free time I watch TV, I play PS3, I ride a bike and I sometimes play football in the""camp municipal de la mion"", and my hobby is running in the afternoon with my father. I spend money on clothes and I sometimes spend money on PS3 games but I spend some money on my bike.",24,25,R:NOUN,"Mion,""and",REQUIRED
baseline,system,2250,"In my free time I watch TV, I play PS3, I ride a bike and I sometimes play football in the""camp municipal de la mion"", and my hobby is running in the afternoon with my father. I spend money on clothes and I sometimes spend money on PS3 games but I spend some money on my bike.",25,26,U:CONJ,,REQUIRED
baseline,system,2250,"In my free time I watch TV, I play PS3, I ride a bike and I sometimes play football in the""camp municipal de la mion"", and my hobby is running in the afternoon with my father. I spend money on clothes and I sometimes spend money on PS3 games but I spend some money on my bike.",40,41,R:NOUN,"clothes,",REQUIRED
baseline,system,2250,"In my free time I watch TV, I play PS3, I ride a bike and I sometimes play football in the""camp municipal de la mion"", and my hobby is running in the afternoon with my father. I spend money on clothes and I sometimes spend money on PS3 games but I spend some money on my bike.",48,49,R:NOUN,"games,",REQUIRED
baseline,system,2250,"In my free time I watch TV, I play PS3, I ride a bike and I sometimes play football in the""camp municipal de la mion"", and my hobby is running in the afternoon with my father. I spend money on clothes and I sometimes spend money on PS3 games but I spend some money on my bike.",51,51,M:ADV,also,REQUIRED
baseline,system,2251,"Yes, we are willing to spend more in the name of convenience. We'd rather pay a hefty price for gas than be inconvenienced in a public transport.",23,24,R:PREP,by,REQUIRED
baseline,system,2251,"Yes, we are willing to spend more in the name of convenience. We'd rather pay a hefty price for gas than be inconvenienced in a public transport.",24,25,U:DET,,REQUIRED
baseline,system,2252,"Once again, there is no other better place the world to spend this time you have available.",5,6,U:ADJ,,REQUIRED
baseline,system,2252,"Once again, there is no other better place the world to spend this time you have available.",8,8,M:PREP,in,REQUIRED
baseline,system,2252,"Once again, there is no other better place the world to spend this time you have available.",12,13,R:DET,the,REQUIRED
baseline,system,2253,"Finally, it depends on that works for you, because you have to be constantly remembering the time that you do your tasks.",4,5,R:PRON,what,REQUIRED
baseline,system,2253,"Finally, it depends on that works for you, because you have to be constantly remembering the time that you do your tasks.",17,18,R:ADV,when,REQUIRED
baseline,system,2254,Basically the two rely on the same methods: burning pellets to warm up a fluid (air for the stove and water for the boiler).,0,1,R:OTHER,"Basically,",REQUIRED
baseline,system,2255,After one month my instructor told me that I will go to the competition.,2,3,R:NOUN,"month,",REQUIRED
baseline,system,2255,After one month my instructor told me that I will go to the competition.,9,10,R:VERB:TENSE,would,REQUIRED
baseline,system,2256,Regret had been filling up his soul since last Friday.,4,5,U:PART,,REQUIRED
baseline,system,2257,"Secondly, in Malaga there are strong and hard rules for factories.",2,3,R:NOUN,"Malaga,",REQUIRED
baseline,system,2257,"Secondly, in Malaga there are strong and hard rules for factories.",5,6,R:ADJ,strict,REQUIRED
baseline,system,2257,"Secondly, in Malaga there are strong and hard rules for factories.",7,8,R:ADJ,rigid,REQUIRED
baseline,system,2258,You need to have ability to play it.,4,4,M:DET,the,REQUIRED
baseline,system,2259,But you can been lucky because the summer is very near and the work increase.,3,4,R:VERB:FORM,be,REQUIRED
baseline,system,2259,But you can been lucky because the summer is very near and the work increase.,14,14,M:VERB,is,REQUIRED
baseline,system,2259,But you can been lucky because the summer is very near and the work increase.,14,15,R:OTHER,increasing.,REQUIRED
baseline,system,2260,The athletic representative pasted the torch and we sang the anthem.,3,4,R:VERB,passed,REQUIRED
baseline,system,2261,"And after that, it depends on the personality, status (single, engaged or married), and even the ages of people, they will decide to learn in their own country or go abroad for getting english.",10,11,R:OTHER,"engaged,",REQUIRED
baseline,system,2261,"And after that, it depends on the personality, status (single, engaged or married), and even the ages of people, they will decide to learn in their own country or go abroad for getting english.",18,19,R:NOUN,people;,REQUIRED
baseline,system,2261,"And after that, it depends on the personality, status (single, engaged or married), and even the ages of people, they will decide to learn in their own country or go abroad for getting english.",22,22,M:PREP,whether,REQUIRED
baseline,system,2261,"And after that, it depends on the personality, status (single, engaged or married), and even the ages of people, they will decide to learn in their own country or go abroad for getting english.",31,32,R:PART,to,REQUIRED
baseline,system,2261,"And after that, it depends on the personality, status (single, engaged or married), and even the ages of people, they will decide to learn in their own country or go abroad for getting english.",32,33,R:VERB:FORM,get,REQUIRED
baseline,system,2261,"And after that, it depends on the personality, status (single, engaged or married), and even the ages of people, they will decide to learn in their own country or go abroad for getting english.",33,34,R:ORTH,English.,REQUIRED
baseline,system,2262,The great men and successful guys became fame and rose by a suitable use for time.They guide and source of inspiration for a new generation.,5,6,R:NOUN,individuals,REQUIRED
baseline,system,2262,The great men and successful guys became fame and rose by a suitable use for time.They guide and source of inspiration for a new generation.,7,8,R:MORPH,famous,REQUIRED
baseline,system,2262,The great men and successful guys became fame and rose by a suitable use for time.They guide and source of inspiration for a new generation.,10,11,R:PREP,through,REQUIRED
baseline,system,2262,The great men and successful guys became fame and rose by a suitable use for time.They guide and source of inspiration for a new generation.,11,12,R:DET,the,REQUIRED
baseline,system,2262,The great men and successful guys became fame and rose by a suitable use for time.They guide and source of inspiration for a new generation.,12,13,R:ADJ,appropriate,REQUIRED
baseline,system,2262,The great men and successful guys became fame and rose by a suitable use for time.They guide and source of inspiration for a new generation.,14,15,R:PREP,of,REQUIRED
baseline,system,2262,The great men and successful guys became fame and rose by a suitable use for time.They guide and source of inspiration for a new generation.,15,16,R:ORTH,time. They,REQUIRED
baseline,system,2262,The great men and successful guys became fame and rose by a suitable use for time.They guide and source of inspiration for a new generation.,16,16,M:VERB,are,REQUIRED
baseline,system,2262,The great men and successful guys became fame and rose by a suitable use for time.They guide and source of inspiration for a new generation.,16,17,R:NOUN:NUM,guides,REQUIRED
baseline,system,2262,The great men and successful guys became fame and rose by a suitable use for time.They guide and source of inspiration for a new generation.,18,19,R:NOUN:NUM,sources,REQUIRED
baseline,system,2263,"However does the claim really ring true, conforming the real situation?",0,1,R:OTHER,"However,",REQUIRED
baseline,system,2263,"However does the claim really ring true, conforming the real situation?",8,8,M:PREP,to,REQUIRED
baseline,system,2265,Debates is a combat,0,1,R:NOUN:NUM,Debate,REQUIRED
baseline,system,2265,Debates is a combat,3,4,R:NOUN,combat.,REQUIRED
baseline,system,2266,"He thought that the dog had eaten the kittie during the night, so he shouted to Tom, open the door and went away.",8,9,R:SPELL,kitten,REQUIRED
baseline,system,2266,"He thought that the dog had eaten the kittie during the night, so he shouted to Tom, open the door and went away.",16,18,R:OTHER,"Tom,""Open",REQUIRED
baseline,system,2266,"He thought that the dog had eaten the kittie during the night, so he shouted to Tom, open the door and went away.",19,21,R:OTHER,"door,""and",REQUIRED
baseline,system,2267,"I can not forget to talk about cars, lorry and vehicles.",1,3,R:ORTH,cannot,REQUIRED
baseline,system,2267,"I can not forget to talk about cars, lorry and vehicles.",8,9,R:NOUN,"lorries,",REQUIRED
baseline,system,2268,How have you been? I'm writing you this letter because I think I found the perfect flat for you.,12,13,R:PRON,I've,REQUIRED
baseline,system,2269,I think I'm suitable for every work because I'm sporty and sociable and above all I think I have enough willpower to manage and carry out every work you will choose to give me.,5,6,R:DET,any,REQUIRED
baseline,system,2269,I think I'm suitable for every work because I'm sporty and sociable and above all I think I have enough willpower to manage and carry out every work you will choose to give me.,11,12,R:OTHER,"sociable,",REQUIRED
baseline,system,2269,I think I'm suitable for every work because I'm sporty and sociable and above all I think I have enough willpower to manage and carry out every work you will choose to give me.,14,15,R:OTHER,"all,",REQUIRED
baseline,system,2269,I think I'm suitable for every work because I'm sporty and sociable and above all I think I have enough willpower to manage and carry out every work you will choose to give me.,16,17,R:VERB,believe,REQUIRED
baseline,system,2269,I think I'm suitable for every work because I'm sporty and sociable and above all I think I have enough willpower to manage and carry out every work you will choose to give me.,26,27,R:DET,any,REQUIRED
baseline,system,2269,I think I'm suitable for every work because I'm sporty and sociable and above all I think I have enough willpower to manage and carry out every work you will choose to give me.,27,28,R:NOUN,tasks,REQUIRED
baseline,system,2269,I think I'm suitable for every work because I'm sporty and sociable and above all I think I have enough willpower to manage and carry out every work you will choose to give me.,29,30,U:VERB:TENSE,,REQUIRED
baseline,system,2270,"You're fucked up all the time.""",5,6,R:NOUN,time.,REQUIRED
baseline,system,2271,They always run in the shops and ca n't choose anything.,7,9,R:ORTH,can't,REQUIRED
baseline,system,2272,They also offered me some honey to add into my tea when I thought it was n't flavorful enough at first.,8,9,R:PREP,to,REQUIRED
baseline,system,2272,They also offered me some honey to add into my tea when I thought it was n't flavorful enough at first.,15,17,R:ORTH,wasn't,REQUIRED
baseline,system,2274,"Then, Symba save to Pumba of a lion and this lion is Nala who is an old friend of Symba.",1,2,R:SPELL,Simba,REQUIRED
baseline,system,2274,"Then, Symba save to Pumba of a lion and this lion is Nala who is an old friend of Symba.",2,3,R:VERB:TENSE,saved,REQUIRED
baseline,system,2274,"Then, Symba save to Pumba of a lion and this lion is Nala who is an old friend of Symba.",3,4,U:PREP,,REQUIRED
baseline,system,2274,"Then, Symba save to Pumba of a lion and this lion is Nala who is an old friend of Symba.",5,6,R:PREP,from,REQUIRED
baseline,system,2274,"Then, Symba save to Pumba of a lion and this lion is Nala who is an old friend of Symba.",7,8,R:NOUN,"lion,",REQUIRED
baseline,system,2274,"Then, Symba save to Pumba of a lion and this lion is Nala who is an old friend of Symba.",12,13,R:SPELL,"Nala,",REQUIRED
baseline,system,2274,"Then, Symba save to Pumba of a lion and this lion is Nala who is an old friend of Symba.",19,20,R:NOUN,Simba.,REQUIRED
baseline,system,2275,"Alongside with its development, the ablity of travalling has easened to such a scale that it is now quite common to commute from one country to another.",1,2,U:PREP,,REQUIRED
baseline,system,2275,"Alongside with its development, the ablity of travalling has easened to such a scale that it is now quite common to commute from one country to another.",5,6,R:SPELL,ability,REQUIRED
baseline,system,2275,"Alongside with its development, the ablity of travalling has easened to such a scale that it is now quite common to commute from one country to another.",6,7,R:PART,to,REQUIRED
baseline,system,2275,"Alongside with its development, the ablity of travalling has easened to such a scale that it is now quite common to commute from one country to another.",7,8,R:VERB,travel,REQUIRED
baseline,system,2275,"Alongside with its development, the ablity of travalling has easened to such a scale that it is now quite common to commute from one country to another.",9,10,R:SPELL,eased,REQUIRED
baseline,system,2277,"I had never played a raquet's sport before, so I was very excited to hit the small black ball with my racket.",5,6,R:OTHER,racquet,REQUIRED
baseline,system,2278,"Public transport have improved the regional development since the past decade, it's convenient and necessary for a city life.",2,3,R:VERB:SVA,has,REQUIRED
baseline,system,2278,"Public transport have improved the regional development since the past decade, it's convenient and necessary for a city life.",4,5,U:DET,,REQUIRED
baseline,system,2278,"Public transport have improved the regional development since the past decade, it's convenient and necessary for a city life.",7,8,R:PREP,over,REQUIRED
baseline,system,2278,"Public transport have improved the regional development since the past decade, it's convenient and necessary for a city life.",10,11,R:OTHER,decade;,REQUIRED
baseline,system,2278,"Public transport have improved the regional development since the past decade, it's convenient and necessary for a city life.",16,17,U:DET,,REQUIRED
baseline,system,2279,"At the first beginning, bank notes should be well - designed considering the colour matching and artwork including the issues about safety.",2,3,U:ADJ,,REQUIRED
baseline,system,2279,"At the first beginning, bank notes should be well - designed considering the colour matching and artwork including the issues about safety.",4,6,R:ORTH,banknotes,REQUIRED
baseline,system,2279,"At the first beginning, bank notes should be well - designed considering the colour matching and artwork including the issues about safety.",8,11,R:OTHER,"well-designed,",REQUIRED
baseline,system,2279,"At the first beginning, bank notes should be well - designed considering the colour matching and artwork including the issues about safety.",13,14,R:NOUN,color,REQUIRED
baseline,system,2279,"At the first beginning, bank notes should be well - designed considering the colour matching and artwork including the issues about safety.",16,17,R:NOUN,"artwork,",REQUIRED
baseline,system,2279,"At the first beginning, bank notes should be well - designed considering the colour matching and artwork including the issues about safety.",18,19,U:DET,,REQUIRED
baseline,system,2279,"At the first beginning, bank notes should be well - designed considering the colour matching and artwork including the issues about safety.",20,21,R:OTHER,related to,REQUIRED
baseline,system,2280,"This directly affects the producing stage, allowing more efficient production.",4,5,R:MORPH,production,REQUIRED
baseline,system,2280,"This directly affects the producing stage, allowing more efficient production.",7,7,M:PREP,for,REQUIRED
baseline,system,2281,"Quite understandable, because Jennifer had the most beautiful, big blue eyes as well as thick blonde hair, a magnificent smile and an outstanding shape.",7,8,R:ADJ,beautiful,REQUIRED
baseline,system,2281,"Quite understandable, because Jennifer had the most beautiful, big blue eyes as well as thick blonde hair, a magnificent smile and an outstanding shape.",10,11,R:NOUN,"eyes,",REQUIRED
baseline,system,2281,"Quite understandable, because Jennifer had the most beautiful, big blue eyes as well as thick blonde hair, a magnificent smile and an outstanding shape.",19,20,R:NOUN,"smile,",REQUIRED
baseline,system,2282,Now you know why I can not choose one of the seasons.,5,7,R:ORTH,cannot,REQUIRED
baseline,system,2283,"However, they become more and more popular even among the beginners.",2,3,R:VERB:TENSE,are becoming,REQUIRED
baseline,system,2283,"However, they become more and more popular even among the beginners.",9,10,U:DET,,REQUIRED
baseline,system,2284,We are going to travel to the France in this holiday.,6,7,U:DET,,REQUIRED
baseline,system,2284,We are going to travel to the France in this holiday.,8,9,U:PREP,,REQUIRED
baseline,system,2285,"Besides saving time, taking public transport can also help reduce the emission of greenhouse gases.",11,12,R:NOUN:NUM,emissions,REQUIRED
baseline,system,2286,Also you can work such an athletic and you can obtain a big amount of money but it's also so difficult to get there and you have to be the best of them to earn a good amount of money.,0,3,R:WO,You can also,REQUIRED
baseline,system,2286,Also you can work such an athletic and you can obtain a big amount of money but it's also so difficult to get there and you have to be the best of them to earn a good amount of money.,4,4,M:PREP,in,REQUIRED
baseline,system,2286,Also you can work such an athletic and you can obtain a big amount of money but it's also so difficult to get there and you have to be the best of them to earn a good amount of money.,7,7,M:NOUN,"field,",REQUIRED
baseline,system,2286,Also you can work such an athletic and you can obtain a big amount of money but it's also so difficult to get there and you have to be the best of them to earn a good amount of money.,10,11,R:VERB,earn,REQUIRED
baseline,system,2286,Also you can work such an athletic and you can obtain a big amount of money but it's also so difficult to get there and you have to be the best of them to earn a good amount of money.,12,13,R:ADJ,large,REQUIRED
baseline,system,2286,Also you can work such an athletic and you can obtain a big amount of money but it's also so difficult to get there and you have to be the best of them to earn a good amount of money.,15,16,R:NOUN,"money,",REQUIRED
baseline,system,2286,Also you can work such an athletic and you can obtain a big amount of money but it's also so difficult to get there and you have to be the best of them to earn a good amount of money.,17,18,R:OTHER,it is,REQUIRED
baseline,system,2286,Also you can work such an athletic and you can obtain a big amount of money but it's also so difficult to get there and you have to be the best of them to earn a good amount of money.,19,20,R:ADV,very,REQUIRED
baseline,system,2286,Also you can work such an athletic and you can obtain a big amount of money but it's also so difficult to get there and you have to be the best of them to earn a good amount of money.,23,24,R:OTHER,"there,",REQUIRED
baseline,system,2286,Also you can work such an athletic and you can obtain a big amount of money but it's also so difficult to get there and you have to be the best of them to earn a good amount of money.,31,32,R:PREP,among,REQUIRED
baseline,system,2287,"For example, it should be noted that, recent studies by WHO has revealed that obese people are prone to bullying and there is rise in number of cases of heart attacks among young people with obesity.",6,7,R:OTHER,that,REQUIRED
baseline,system,2287,"For example, it should be noted that, recent studies by WHO has revealed that obese people are prone to bullying and there is rise in number of cases of heart attacks among young people with obesity.",10,10,M:DET,the,REQUIRED
baseline,system,2287,"For example, it should be noted that, recent studies by WHO has revealed that obese people are prone to bullying and there is rise in number of cases of heart attacks among young people with obesity.",11,12,R:VERB:SVA,have,REQUIRED
baseline,system,2287,"For example, it should be noted that, recent studies by WHO has revealed that obese people are prone to bullying and there is rise in number of cases of heart attacks among young people with obesity.",23,23,M:DET,a,REQUIRED
baseline,system,2287,"For example, it should be noted that, recent studies by WHO has revealed that obese people are prone to bullying and there is rise in number of cases of heart attacks among young people with obesity.",25,25,M:DET,the,REQUIRED
baseline,system,2288,"So the government should oversee this companies, and if companies do not obey the rules or laws, it will be fined and closed.",5,6,R:DET,these,REQUIRED
baseline,system,2288,"So the government should oversee this companies, and if companies do not obey the rules or laws, it will be fined and closed.",17,18,R:PRON,they,REQUIRED
baseline,system,2289,People speaking different but with a basic level understand English.,1,2,R:VERB:FORM,speak,REQUIRED
baseline,system,2289,People speaking different but with a basic level understand English.,2,3,R:MORPH,differently,REQUIRED
baseline,system,2289,People speaking different but with a basic level understand English.,4,5,R:OTHER,understand English at,REQUIRED
baseline,system,2289,People speaking different but with a basic level understand English.,7,8,R:NOUN,level.,REQUIRED
baseline,system,2289,People speaking different but with a basic level understand English.,8,10,U:OTHER,,REQUIRED
baseline,system,2290,"She started to dance with double Presley, laugh and appreciate every single minute.",7,8,R:NOUN,"laugh,",REQUIRED
baseline,system,2291,Hi readers of international sports monthly magazine.,0,1,R:OTHER,"Hi,",REQUIRED
baseline,system,2291,Hi readers of international sports monthly magazine.,3,3,M:DET,the,REQUIRED
baseline,system,2291,Hi readers of international sports monthly magazine.,3,6,R:ORTH,International Sports Monthly,REQUIRED
baseline,system,2292,Only if all of that is guaranteed the motivation will rise.,7,10,R:WO,will the motivation,REQUIRED
baseline,system,2294,The flew chart shows six main steps in terms of making bank notes.,1,2,R:NOUN,flow,REQUIRED
